"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Gemeente","Jongeren..15.tot.27.jaar...aantal.","Leeftijd","Marges","Regioaanduiding.Soort.regio..omschrijving.","Psychische.klachten....","Hoog.risico.op.angst.of.depressie...."
"349","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alblasserdam",2900,NA,NA,NA,NA,NA
"350","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Albrandswaard",3400,NA,NA,NA,NA,NA
"351","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alkmaar",14600,NA,NA,NA,NA,NA
"352","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Almelo",10700,NA,NA,NA,NA,NA
"353","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Almere",32200,NA,NA,NA,NA,NA
"354","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alphen aan den Rijn",15500,NA,NA,NA,NA,NA
"355","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alphen-Chaam",1300,NA,NA,NA,NA,NA
"356","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Altena",8100,NA,NA,NA,NA,NA
"357","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ameland",500,NA,NA,NA,NA,NA
"358","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Amersfoort",22900,NA,NA,NA,NA,NA
"359","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Amstelveen",13000,NA,NA,NA,NA,NA
"360","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Amsterdam",152900,NA,NA,NA,NA,NA
"361","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Apeldoorn",22800,NA,NA,NA,NA,NA
"362","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Arnhem",27300,NA,NA,NA,NA,NA
"363","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Assen",9800,NA,NA,NA,NA,NA
"364","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Asten",2500,NA,NA,NA,NA,NA
"365","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Baarle-Nassau",800,NA,NA,NA,NA,NA
"366","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Baarn",2800,NA,NA,NA,NA,NA
"367","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Barendrecht",7100,NA,NA,NA,NA,NA
"368","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Barneveld",9600,NA,NA,NA,NA,NA
"369","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beek (L.)",1900,NA,NA,NA,NA,NA
"370","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beekdaelen",4100,NA,NA,NA,NA,NA
"371","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beesel",1700,NA,NA,NA,NA,NA
"372","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Berg en Dal",4400,NA,NA,NA,NA,NA
"373","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergeijk",2500,NA,NA,NA,NA,NA
"374","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergen (L.)",1700,NA,NA,NA,NA,NA
"375","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergen (NH.)",3500,NA,NA,NA,NA,NA
"376","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergen op Zoom",8900,NA,NA,NA,NA,NA
"377","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Berkelland",5800,NA,NA,NA,NA,NA
"378","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bernheze",4600,NA,NA,NA,NA,NA
"379","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Best",4400,NA,NA,NA,NA,NA
"380","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beuningen",3400,NA,NA,NA,NA,NA
"381","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beverwijk",5700,NA,NA,NA,NA,NA
"382","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Bilt",5200,NA,NA,NA,NA,NA
"383","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bladel",2900,NA,NA,NA,NA,NA
"384","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Blaricum",1300,NA,NA,NA,NA,NA
"385","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bloemendaal",2700,NA,NA,NA,NA,NA
"386","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bodegraven-Reeuwijk",4900,NA,NA,NA,NA,NA
"387","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Boekel",1600,NA,NA,NA,NA,NA
"388","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Borger-Odoorn",3100,NA,NA,NA,NA,NA
"389","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Borne",3000,NA,NA,NA,NA,NA
"390","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Borsele",3100,NA,NA,NA,NA,NA
"391","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Boxtel",4500,NA,NA,NA,NA,NA
"392","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Breda",30700,NA,NA,NA,NA,NA
"393","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bronckhorst",4800,NA,NA,NA,NA,NA
"394","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Brummen",2600,NA,NA,NA,NA,NA
"395","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Brunssum",3200,NA,NA,NA,NA,NA
"396","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bunnik",1800,NA,NA,NA,NA,NA
"397","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bunschoten",3400,NA,NA,NA,NA,NA
"398","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Buren",3600,NA,NA,NA,NA,NA
"399","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Capelle aan den IJssel",9100,NA,NA,NA,NA,NA
"400","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Castricum",4700,NA,NA,NA,NA,NA
"401","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Coevorden",4600,NA,NA,NA,NA,NA
"402","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Cranendonck",2700,NA,NA,NA,NA,NA
"403","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Culemborg",3900,NA,NA,NA,NA,NA
"404","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dalfsen",4100,NA,NA,NA,NA,NA
"405","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dantumadiel",2600,NA,NA,NA,NA,NA
"406","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Delft",26200,NA,NA,NA,NA,NA
"407","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Deurne",4400,NA,NA,NA,NA,NA
"408","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Deventer",15100,NA,NA,NA,NA,NA
"409","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Diemen",6200,NA,NA,NA,NA,NA
"410","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dijk en Waard",12400,NA,NA,NA,NA,NA
"411","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dinkelland",4100,NA,NA,NA,NA,NA
"412","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Doesburg",1400,NA,NA,NA,NA,NA
"413","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Doetinchem",8300,NA,NA,NA,NA,NA
"414","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dongen",3500,NA,NA,NA,NA,NA
"415","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dordrecht",16900,NA,NA,NA,NA,NA
"416","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Drechterland",2700,NA,NA,NA,NA,NA
"417","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Drimmelen",3500,NA,NA,NA,NA,NA
"418","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dronten",6400,NA,NA,NA,NA,NA
"419","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Druten",2600,NA,NA,NA,NA,NA
"420","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Duiven",3500,NA,NA,NA,NA,NA
"421","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Echt-Susteren",3700,NA,NA,NA,NA,NA
"422","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Edam-Volendam",5400,NA,NA,NA,NA,NA
"423","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ede",18600,NA,NA,NA,NA,NA
"424","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemnes",1300,NA,NA,NA,NA,NA
"425","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemsdelta",5700,NA,NA,NA,NA,NA
"426","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eersel",2600,NA,NA,NA,NA,NA
"427","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eijsden-Margraten",3000,NA,NA,NA,NA,NA
"428","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eindhoven",42500,NA,NA,NA,NA,NA
"429","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Elburg",3400,NA,NA,NA,NA,NA
"430","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Emmen",14500,NA,NA,NA,NA,NA
"431","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enkhuizen",2400,NA,NA,NA,NA,NA
"432","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enschede",31300,NA,NA,NA,NA,NA
"433","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Epe",4200,NA,NA,NA,NA,NA
"434","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ermelo",3900,NA,NA,NA,NA,NA
"435","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Etten-Leur",5600,NA,NA,NA,NA,NA
"436","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Fryske Marren",6800,NA,NA,NA,NA,NA
"437","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geertruidenberg",2800,NA,NA,NA,NA,NA
"438","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geldrop-Mierlo",5100,NA,NA,NA,NA,NA
"439","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gemert-Bakel",4000,NA,NA,NA,NA,NA
"440","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gennep",2100,NA,NA,NA,NA,NA
"441","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gilze en Rijen",3600,NA,NA,NA,NA,NA
"442","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goeree-Overflakkee",6800,NA,NA,NA,NA,NA
"443","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goes",5100,NA,NA,NA,NA,NA
"444","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goirle",2700,NA,NA,NA,NA,NA
"445","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gooise Meren",7100,NA,NA,NA,NA,NA
"446","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gorinchem",5400,NA,NA,NA,NA,NA
"447","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gouda",10700,NA,NA,NA,NA,NA
"448","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","'s-Gravenhage (gemeente)",86400,NA,NA,NA,NA,NA
"449","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Groningen (gemeente)",62300,NA,NA,NA,NA,NA
"450","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gulpen-Wittem",1500,NA,NA,NA,NA,NA
"451","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haaksbergen",3200,NA,NA,NA,NA,NA
"452","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlem",20500,NA,NA,NA,NA,NA
"453","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlemmermeer",22900,NA,NA,NA,NA,NA
"454","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Halderberge",3800,NA,NA,NA,NA,NA
"455","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardenberg",9300,NA,NA,NA,NA,NA
"456","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harderwijk",6800,NA,NA,NA,NA,NA
"457","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardinxveld-Giessendam",2900,NA,NA,NA,NA,NA
"458","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harlingen",2000,NA,NA,NA,NA,NA
"459","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hattem",1600,NA,NA,NA,NA,NA
"460","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemskerk",5200,NA,NA,NA,NA,NA
"461","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemstede",2800,NA,NA,NA,NA,NA
"462","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerde",2400,NA,NA,NA,NA,NA
"463","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerenveen",6900,NA,NA,NA,NA,NA
"464","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerlen",10800,NA,NA,NA,NA,NA
"465","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heeze-Leende",2000,NA,NA,NA,NA,NA
"466","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heiloo",3100,NA,NA,NA,NA,NA
"467","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Den Helder",7300,NA,NA,NA,NA,NA
"468","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hellendoorn",5000,NA,NA,NA,NA,NA
"469","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Helmond",13600,NA,NA,NA,NA,NA
"470","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hendrik-Ido-Ambacht",4200,NA,NA,NA,NA,NA
"471","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hengelo (O.)",12200,NA,NA,NA,NA,NA
"472","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","'s-Hertogenbosch",22700,NA,NA,NA,NA,NA
"473","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heumen",2100,NA,NA,NA,NA,NA
"474","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heusden",6000,NA,NA,NA,NA,NA
"475","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hillegom",2800,NA,NA,NA,NA,NA
"476","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilvarenbeek",2000,NA,NA,NA,NA,NA
"477","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilversum",11900,NA,NA,NA,NA,NA
"478","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoeksche Waard",11500,NA,NA,NA,NA,NA
"479","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hof van Twente",4800,NA,NA,NA,NA,NA
"480","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Het Hogeland",6100,NA,NA,NA,NA,NA
"481","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hollands Kroon",6900,NA,NA,NA,NA,NA
"482","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoogeveen",7800,NA,NA,NA,NA,NA
"483","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoorn",10400,NA,NA,NA,NA,NA
"484","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Horst aan de Maas",5900,NA,NA,NA,NA,NA
"485","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Houten",7100,NA,NA,NA,NA,NA
"486","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Huizen",5100,NA,NA,NA,NA,NA
"487","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hulst",3100,NA,NA,NA,NA,NA
"488","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","IJsselstein",5000,NA,NA,NA,NA,NA
"489","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kaag en Braassem",3700,NA,NA,NA,NA,NA
"490","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kampen",8500,NA,NA,NA,NA,NA
"491","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kapelle",1800,NA,NA,NA,NA,NA
"492","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Katwijk",9500,NA,NA,NA,NA,NA
"493","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kerkrade",4900,NA,NA,NA,NA,NA
"494","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Koggenland",3300,NA,NA,NA,NA,NA
"495","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpen aan den IJssel",4100,NA,NA,NA,NA,NA
"496","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpenerwaard",8300,NA,NA,NA,NA,NA
"497","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laarbeek",3000,NA,NA,NA,NA,NA
"498","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Land van Cuijk",12600,NA,NA,NA,NA,NA
"499","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landgraaf",4100,NA,NA,NA,NA,NA
"500","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landsmeer",1400,NA,NA,NA,NA,NA
"501","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lansingerland",8400,NA,NA,NA,NA,NA
"502","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laren (NH.)",1200,NA,NA,NA,NA,NA
"503","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leeuwarden",22500,NA,NA,NA,NA,NA
"504","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiden",27700,NA,NA,NA,NA,NA
"505","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiderdorp",3500,NA,NA,NA,NA,NA
"506","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leidschendam-Voorburg",8800,NA,NA,NA,NA,NA
"507","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lelystad",11600,NA,NA,NA,NA,NA
"508","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leudal",4600,NA,NA,NA,NA,NA
"509","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leusden",3900,NA,NA,NA,NA,NA
"510","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lingewaard",6200,NA,NA,NA,NA,NA
"511","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lisse",2900,NA,NA,NA,NA,NA
"512","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lochem",4000,NA,NA,NA,NA,NA
"513","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Loon op Zand",3000,NA,NA,NA,NA,NA
"514","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lopik",2400,NA,NA,NA,NA,NA
"515","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Losser",3100,NA,NA,NA,NA,NA
"516","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasdriel",3500,NA,NA,NA,NA,NA
"517","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasgouw",2700,NA,NA,NA,NA,NA
"518","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maashorst",8000,NA,NA,NA,NA,NA
"519","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maassluis",4300,NA,NA,NA,NA,NA
"520","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maastricht",28200,NA,NA,NA,NA,NA
"521","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Medemblik",6300,NA,NA,NA,NA,NA
"522","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meerssen",2100,NA,NA,NA,NA,NA
"523","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meierijstad",11300,NA,NA,NA,NA,NA
"524","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meppel",5100,NA,NA,NA,NA,NA
"525","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Middelburg (Z.)",7100,NA,NA,NA,NA,NA
"526","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Delfland",2700,NA,NA,NA,NA,NA
"527","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Drenthe",4400,NA,NA,NA,NA,NA
"528","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Groningen",7900,NA,NA,NA,NA,NA
"529","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Moerdijk",4800,NA,NA,NA,NA,NA
"530","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Molenlanden",7200,NA,NA,NA,NA,NA
"531","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montferland",4900,NA,NA,NA,NA,NA
"532","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montfoort",2100,NA,NA,NA,NA,NA
"533","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Mook en Middelaar",1000,NA,NA,NA,NA,NA
"534","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Neder-Betuwe",4000,NA,NA,NA,NA,NA
"535","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nederweert",2200,NA,NA,NA,NA,NA
"536","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwegein",8700,NA,NA,NA,NA,NA
"537","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwkoop",3900,NA,NA,NA,NA,NA
"538","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijkerk",6200,NA,NA,NA,NA,NA
"539","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijmegen",38100,NA,NA,NA,NA,NA
"540","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nissewaard",11200,NA,NA,NA,NA,NA
"541","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noardeast-Fryslân",6300,NA,NA,NA,NA,NA
"542","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noord-Beveland",800,NA,NA,NA,NA,NA
"543","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordenveld",3400,NA,NA,NA,NA,NA
"544","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordoostpolder",7000,NA,NA,NA,NA,NA
"545","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordwijk",5700,NA,NA,NA,NA,NA
"546","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nuenen, Gerwen en Nederwetten",2800,NA,NA,NA,NA,NA
"547","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nunspeet",4000,NA,NA,NA,NA,NA
"548","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oegstgeest",3100,NA,NA,NA,NA,NA
"549","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oirschot",2600,NA,NA,NA,NA,NA
"550","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oisterwijk",4200,NA,NA,NA,NA,NA
"551","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldambt",4800,NA,NA,NA,NA,NA
"552","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldebroek",3300,NA,NA,NA,NA,NA
"553","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldenzaal",4400,NA,NA,NA,NA,NA
"554","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Olst-Wijhe",2500,NA,NA,NA,NA,NA
"555","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ommen",2400,NA,NA,NA,NA,NA
"556","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oost Gelre",4200,NA,NA,NA,NA,NA
"557","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oosterhout",7000,NA,NA,NA,NA,NA
"558","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ooststellingwerf",3100,NA,NA,NA,NA,NA
"559","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oostzaan",1300,NA,NA,NA,NA,NA
"560","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opmeer",1800,NA,NA,NA,NA,NA
"561","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opsterland",4000,NA,NA,NA,NA,NA
"562","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oss",13300,NA,NA,NA,NA,NA
"563","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oude IJsselstreek",5300,NA,NA,NA,NA,NA
"564","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ouder-Amstel",1900,NA,NA,NA,NA,NA
"565","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oudewater",1400,NA,NA,NA,NA,NA
"566","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Overbetuwe",6500,NA,NA,NA,NA,NA
"567","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Papendrecht",4400,NA,NA,NA,NA,NA
"568","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Peel en Maas",5800,NA,NA,NA,NA,NA
"569","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Pekela",1600,NA,NA,NA,NA,NA
"570","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Pijnacker-Nootdorp",8400,NA,NA,NA,NA,NA
