"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Gemeente","Jongeren..15.tot.27.jaar...aantal.","Leeftijd","Marges","Regioaanduiding.Soort.regio..omschrijving.","Psychische.klachten....","Hoog.risico.op.angst.of.depressie...."
"170","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Loon op Zand",3000,"18 jaar of ouder","Waarde","Gemeente  ",NA,6
"171","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lopik",2400,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"172","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Losser",3100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"173","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maasdriel",3500,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.2
"174","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maasgouw",2800,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.1
"175","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maashorst",8100,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.4
"176","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maassluis",4300,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.7
"177","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maastricht",27300,"18 jaar of ouder","Waarde","Gemeente  ",NA,9.8
"178","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Medemblik",6200,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"179","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meerssen",2200,"18 jaar of ouder","Waarde","Gemeente  ",NA,6
"180","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meierijstad",11200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.9
"181","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meppel",5000,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.6
"182","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Middelburg (Z.)",7000,NA,NA,NA,NA,NA
"183","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Delfland",2800,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.5
"184","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Drenthe",4400,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.1
"185","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Groningen",7800,"18 jaar of ouder","Waarde","Gemeente  ",NA,6
"186","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Moerdijk",4800,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.6
"187","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Molenlanden",7100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.5
"188","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Montferland",4800,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.9
"189","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Montfoort",2100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.3
"190","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Mook en Middelaar",1000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.4
"191","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Neder-Betuwe",4000,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.5
"192","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nederweert",2300,"18 jaar of ouder","Waarde","Gemeente  ",NA,5
"193","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nieuwegein",8600,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.6
"194","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nieuwkoop",3900,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.4
"195","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nijkerk",6200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.2
"196","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nijmegen",38100,"18 jaar of ouder","Waarde","Gemeente  ",NA,9
"197","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nissewaard",11300,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.2
"198","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noardeast-Fryslân",6300,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"199","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noord-Beveland",800,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.4
"200","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordenveld",3500,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.1
"201","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordoostpolder",6900,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.3
"202","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordwijk",5800,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.3
"203","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nuenen, Gerwen en Nederwetten",2800,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"204","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nunspeet",4100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"205","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oegstgeest",3100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"206","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oirschot",2600,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"207","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oisterwijk",4200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.2
"208","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldambt",4800,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.7
"209","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldebroek",3300,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"210","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldenzaal",4200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.3
"211","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Olst-Wijhe",2500,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.5
"212","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ommen",2500,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.1
"213","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oost Gelre",4300,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"214","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oosterhout",7100,"18 jaar of ouder","Waarde","Gemeente  ",NA,7
"215","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ooststellingwerf",3100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"216","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oostzaan",1300,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"217","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Opmeer",1800,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.5
"218","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Opsterland",4100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.2
"219","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oss",13300,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.4
"220","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oude IJsselstreek",5400,"18 jaar of ouder","Waarde","Gemeente  ",NA,6
"221","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ouder-Amstel",2000,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.4
"222","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oudewater",1400,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.5
"223","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Overbetuwe",6500,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.3
"224","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Papendrecht",4400,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.1
"225","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Peel en Maas",5900,"18 jaar of ouder","Waarde","Gemeente  ",NA,5
"226","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Pekela",1500,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.4
"227","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Pijnacker-Nootdorp",8200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.2
"228","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Purmerend",12700,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.7
"229","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Putten",3500,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"230","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Raalte",5200,"18 jaar of ouder","Waarde","Gemeente  ",NA,4
"231","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Reimerswaal",3600,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.8
"232","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Renkum",3400,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.5
"233","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Renswoude",900,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.4
"234","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Reusel-De Mierden",1600,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"235","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rheden",5500,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.2
"236","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rhenen",2800,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.3
"237","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ridderkerk",5900,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.5
"238","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rijssen-Holten",5900,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.7
"239","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rijswijk (ZH.)",6200,NA,NA,NA,NA,NA
"240","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Roerdalen",2200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.4
"241","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Roermond",7600,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.7
"242","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","De Ronde Venen",6000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"243","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Roosendaal",10800,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.1
"244","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rotterdam",110000,"18 jaar of ouder","Waarde","Gemeente  ",NA,10.1
"245","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rozendaal",200,"18 jaar of ouder","Waarde","Gemeente  ",NA,2.9
"246","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rucphen",2800,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.3
"247","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schagen",6400,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"248","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Scherpenzeel",1500,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.1
"249","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schiedam",11600,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.9
"250","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schiermonnikoog",100,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.4
"251","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schouwen-Duiveland",4100,"18 jaar of ouder","Waarde","Gemeente  ",NA,5
"252","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Simpelveld",1200,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.3
"253","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sint-Michielsgestel",3800,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.7
"254","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sittard-Geleen",11700,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.9
"255","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sliedrecht",3600,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.5
"256","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sluis",2500,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.3
"257","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Smallingerland",7900,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.7
"258","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Soest",6300,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.7
"259","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Someren",2700,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.4
"260","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Son en Breugel",2200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5
"261","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stadskanaal",4000,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.8
"262","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Staphorst",2900,"18 jaar of ouder","Waarde","Gemeente  ",NA,3.7
"263","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stede Broec",3100,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.5
"264","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Steenbergen",3200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.7
"265","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Steenwijkerland",6000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"266","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stein (L.)",2800,NA,NA,NA,NA,NA
"267","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stichtse Vecht",8200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.1
"268","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Súdwest-Fryslân",12100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"269","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Terneuzen",6700,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.3
"270","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Terschelling",900,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.5
"271","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Texel",1700,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.4
"272","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Teylingen",5300,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.1
"273","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tholen",3900,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.9
"274","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tiel",6300,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.2
"275","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tilburg",41700,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.8
"276","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tubbergen",3600,"18 jaar of ouder","Waarde","Gemeente  ",NA,3.5
"277","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Twenterand",5000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"278","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tynaarlo",3500,"18 jaar of ouder","Waarde","Gemeente  ",NA,3.4
"279","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tytsjerksteradiel",4300,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.1
"280","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Uitgeest",2000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"281","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Uithoorn",4100,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.9
"282","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Urk",4100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.7
"283","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Utrecht (gemeente)",69900,NA,NA,NA,NA,NA
"284","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Utrechtse Heuvelrug",6200,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"285","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vaals",1400,"18 jaar of ouder","Waarde","Gemeente  ",NA,10.3
"286","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Valkenburg aan de Geul",1900,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.8
"287","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Valkenswaard",3900,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.4
"288","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veendam",3600,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.7
"289","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veenendaal",10100,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.8
"290","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veere",2700,"18 jaar of ouder","Waarde","Gemeente  ",NA,2.9
"291","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veldhoven",5800,"18 jaar of ouder","Waarde","Gemeente  ",NA,6
"292","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Velsen",9600,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.3
"293","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Venlo",13800,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.1
"294","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Venray",6100,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.8
"295","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vijfheerenlanden",8100,"18 jaar of ouder","Waarde","Gemeente  ",NA,6
"296","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vlaardingen",9900,"18 jaar of ouder","Waarde","Gemeente  ",NA,8.5
"297","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vlieland",200,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.3
"298","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vlissingen",5900,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.5
"299","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voerendaal",1400,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.4
"300","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voorne aan Zee",9100,NA,NA,NA,NA,NA
"301","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voorschoten",3200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.1
"302","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voorst",3100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.6
"303","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vught",3700,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.3
"304","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waadhoeke",6200,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.5
"305","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waalre",2000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"306","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waalwijk",6500,"18 jaar of ouder","Waarde","Gemeente  ",NA,7
"307","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waddinxveen",4000,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.8
"308","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wageningen",10800,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.9
"309","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wassenaar",3500,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.2
"310","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waterland",2100,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.2
"311","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Weert",6700,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.9
"312","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","West Betuwe",7400,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.9
"313","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","West Maas en Waal",2500,"18 jaar of ouder","Waarde","Gemeente  ",NA,5
"314","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerkwartier",8500,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.3
"315","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerveld",2200,"18 jaar of ouder","Waarde","Gemeente  ",NA,3.7
"316","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westervoort",1900,"18 jaar of ouder","Waarde","Gemeente  ",NA,7
"317","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerwolde",3000,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.1
"318","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westland",15600,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.4
"319","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Weststellingwerf",3300,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.8
"320","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wierden",3400,"18 jaar of ouder","Waarde","Gemeente  ",NA,3.9
"321","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijchen",5600,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.9
"322","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijdemeren",3000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.4
"323","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijk bij Duurstede",3200,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.1
"324","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Winterswijk",4000,"18 jaar of ouder","Waarde","Gemeente  ",NA,6
"325","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woensdrecht",2700,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.8
"326","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woerden",7400,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.2
"327","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","De Wolden",3200,"18 jaar of ouder","Waarde","Gemeente  ",NA,3.6
"328","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wormerland",2300,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.5
"329","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woudenberg",2000,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.7
"330","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zaanstad",21700,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.7
"331","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zaltbommel",4600,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.7
"332","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zandvoort",1800,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.5
"333","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zeewolde",3600,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.6
"334","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zeist",9100,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.1
"335","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zevenaar",5600,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.5
"336","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zoetermeer",17100,"18 jaar of ouder","Waarde","Gemeente  ",NA,7.1
"337","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zoeterwoude",1200,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.3
"338","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zuidplas",6100,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.5
"339","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zundert",2900,"18 jaar of ouder","Waarde","Gemeente  ",NA,5.2
"340","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zutphen",6600,"18 jaar of ouder","Waarde","Gemeente  ",NA,8
"341","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwartewaterland",3700,"18 jaar of ouder","Waarde","Gemeente  ",NA,4.2
"342","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwijndrecht",5900,"18 jaar of ouder","Waarde","Gemeente  ",NA,7
"343","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwolle",20600,"18 jaar of ouder","Waarde","Gemeente  ",NA,6.3
"344","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nederland",2596900,NA,NA,NA,NA,NA
"345","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Aa en Hunze",2900,NA,NA,NA,NA,NA
"346","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Aalsmeer",4600,NA,NA,NA,NA,NA
"347","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Aalten",3600,NA,NA,NA,NA,NA
"348","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Achtkarspelen",4000,NA,NA,NA,NA,NA
