"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal.","unemployment_pct_change"
"817","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nuenen, Gerwen en Nederwetten",2800,NA
"818","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nuenen, Gerwen en Nederwetten",2800,0
"819","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nuenen, Gerwen en Nederwetten",2800,0
"820","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nuenen, Gerwen en Nederwetten",2800,0
"821","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nunspeet",4100,NA
"822","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nunspeet",4000,-2.439
"823","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nunspeet",4100,2.5
"824","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nunspeet",4100,0
"825","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oegstgeest",3100,NA
"826","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oegstgeest",3100,0
"827","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oegstgeest",3200,3.226
"828","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oegstgeest",3200,0
"829","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oirschot",2600,NA
"830","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oirschot",2600,0
"831","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oirschot",2600,0
"832","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oirschot",2600,0
"833","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oisterwijk",4200,NA
"834","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oisterwijk",4200,0
"835","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oisterwijk",4200,0
"836","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oisterwijk",4200,0
"837","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldambt",4800,NA
"838","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldambt",4800,0
"839","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldambt",4900,2.083
"840","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oldambt",5000,2.041
"841","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldebroek",3300,NA
"842","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldebroek",3300,0
"843","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldebroek",3500,6.061
"844","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oldebroek",3500,0
"845","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldenzaal",4200,NA
"846","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldenzaal",4400,4.762
"847","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldenzaal",4400,0
"848","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oldenzaal",4300,-2.273
"849","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Olst-Wijhe",2500,NA
"850","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Olst-Wijhe",2500,0
"851","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Olst-Wijhe",2600,4
"852","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Olst-Wijhe",2500,-3.846
"853","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ommen",2500,NA
"854","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ommen",2400,-4
"855","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ommen",2500,4.167
"856","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ommen",2500,0
"857","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oost Gelre",4300,NA
"858","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oost Gelre",4200,-2.326
"859","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oost Gelre",4200,0
"860","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oost Gelre",4100,-2.381
"861","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oosterhout",7100,NA
"862","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oosterhout",7000,-1.408
"863","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oosterhout",7100,1.429
"864","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oosterhout",7200,1.408
"865","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ooststellingwerf",3100,NA
"866","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ooststellingwerf",3100,0
"867","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ooststellingwerf",3200,3.226
"868","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ooststellingwerf",3100,-3.125
"869","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oostzaan",1300,NA
"870","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oostzaan",1300,0
"871","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oostzaan",1300,0
"872","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oostzaan",1300,0
"873","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Opmeer",1800,NA
"874","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opmeer",1800,0
"875","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Opmeer",1800,0
"876","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Opmeer",1700,-5.556
"877","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Opsterland",4100,NA
"878","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opsterland",4000,-2.439
"879","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Opsterland",4100,2.5
"880","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Opsterland",4000,-2.439
"881","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oss",13300,NA
"882","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oss",13300,0
"883","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oss",13400,0.752
"884","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oss",13300,-0.746
"885","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oude IJsselstreek",5400,NA
"886","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oude IJsselstreek",5300,-1.852
"887","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oude IJsselstreek",5300,0
"888","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oude IJsselstreek",5200,-1.887
"889","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ouder-Amstel",2000,NA
"890","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ouder-Amstel",1900,-5
"891","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ouder-Amstel",1900,0
"892","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ouder-Amstel",1900,0
"893","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oudewater",1400,NA
"894","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oudewater",1400,0
"895","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oudewater",1400,0
"896","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oudewater",1400,0
"897","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Overbetuwe",6500,NA
"898","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Overbetuwe",6500,0
"899","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Overbetuwe",6500,0
"900","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Overbetuwe",6500,0
"901","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Papendrecht",4400,NA
"902","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Papendrecht",4400,0
"903","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Papendrecht",4400,0
"904","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Papendrecht",4400,0
"905","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Peel en Maas",5900,NA
"906","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Peel en Maas",5800,-1.695
"907","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Peel en Maas",6000,3.448
"908","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Peel en Maas",6000,0
"909","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Pekela",1500,NA
"910","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Pekela",1600,6.667
"911","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Pekela",1600,0
"912","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Pekela",1700,6.25
"913","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Pijnacker-Nootdorp",8200,NA
"914","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Pijnacker-Nootdorp",8400,2.439
"915","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Pijnacker-Nootdorp",8600,2.381
"916","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Pijnacker-Nootdorp",8700,1.163
"917","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Purmerend",12700,NA
"918","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Purmerend",12600,-0.787
"919","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Purmerend",12700,0.794
"920","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Purmerend",12700,0
"921","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Putten",3500,NA
"922","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Putten",3500,0
"923","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Putten",3600,2.857
"924","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Putten",3600,0
"925","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Raalte",5200,NA
"926","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Raalte",5100,-1.923
"927","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Raalte",5200,1.961
"928","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Raalte",5100,-1.923
"929","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Reimerswaal",3600,NA
"930","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Reimerswaal",3600,0
"931","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Reimerswaal",3600,0
"932","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Reimerswaal",3600,0
"933","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Renkum",3400,NA
"934","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Renkum",3300,-2.941
"935","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Renkum",3400,3.03
"936","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Renkum",3400,0
"937","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Renswoude",900,NA
"938","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Renswoude",900,0
"939","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Renswoude",900,0
"940","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Renswoude",900,0
"941","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Reusel-De Mierden",1600,NA
"942","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Reusel-De Mierden",1600,0
"943","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Reusel-De Mierden",1700,6.25
"944","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Reusel-De Mierden",1700,0
"945","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rheden",5500,NA
"946","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rheden",5400,-1.818
"947","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rheden",5500,1.852
"948","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Rheden",5500,0
"949","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rhenen",2800,NA
"950","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rhenen",2800,0
"951","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rhenen",2800,0
"952","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Rhenen",2800,0
"953","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ridderkerk",5900,NA
"954","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ridderkerk",5800,-1.695
"955","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ridderkerk",5900,1.724
"956","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ridderkerk",6000,1.695
"957","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rijssen-Holten",5900,NA
"958","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rijssen-Holten",6000,1.695
"959","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rijssen-Holten",6000,0
"960","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Rijssen-Holten",5900,-1.667
"961","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rijswijk (ZH.)",6200,NA
"962","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rijswijk (ZH.)",6400,3.226
"963","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rijswijk (ZH.)",6600,3.125
"964","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Rijswijk (ZH.)",7100,7.576
"965","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Roerdalen",2200,NA
"966","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roerdalen",2200,0
"967","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Roerdalen",2200,0
"968","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Roerdalen",2200,0
"969","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Roermond",7600,NA
"970","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roermond",7600,0
"971","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Roermond",7600,0
"972","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Roermond",7800,2.632
"973","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Roosendaal",10800,NA
"974","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roosendaal",10700,-0.926
"975","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Roosendaal",10600,-0.935
"976","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Roosendaal",10500,-0.943
"977","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rotterdam",110000,NA
"978","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rotterdam",112100,1.909
"979","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rotterdam",114600,2.23
"980","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Rotterdam",117100,2.182
"981","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rozendaal",200,NA
"982","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rozendaal",200,0
"983","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rozendaal",200,0
"984","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Rozendaal",200,0
"985","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Rucphen",2800,NA
"986","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rucphen",2700,-3.571
"987","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rucphen",2800,3.704
"988","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Rucphen",2800,0
"989","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schagen",6400,NA
"990","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schagen",6500,1.562
"991","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schagen",6600,1.538
"992","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Schagen",6700,1.515
"993","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Scherpenzeel",1500,NA
"994","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Scherpenzeel",1600,6.667
"995","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Scherpenzeel",1600,0
"996","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Scherpenzeel",1500,-6.25
"997","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schiedam",11600,NA
"998","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schiedam",11300,-2.586
"999","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schiedam",11300,0
"1000","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Schiedam",11400,0.885
"1001","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schiermonnikoog",100,NA
"1002","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schiermonnikoog",100,0
"1003","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schiermonnikoog",100,0
"1004","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Schiermonnikoog",100,0
"1005","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Schouwen-Duiveland",4100,NA
"1006","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schouwen-Duiveland",4000,-2.439
"1007","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schouwen-Duiveland",4000,0
"1008","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Schouwen-Duiveland",3900,-2.5
"1009","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Simpelveld",1200,NA
"1010","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Simpelveld",1200,0
"1011","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Simpelveld",1200,0
"1012","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Simpelveld",1100,-8.333
"1013","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sint-Michielsgestel",3800,NA
"1014","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sint-Michielsgestel",3800,0
"1015","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sint-Michielsgestel",3900,2.632
"1016","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Sint-Michielsgestel",3800,-2.564
"1017","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sittard-Geleen",11700,NA
"1018","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sittard-Geleen",11500,-1.709
"1019","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sittard-Geleen",11600,0.87
"1020","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Sittard-Geleen",11700,0.862
"1021","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sliedrecht",3600,NA
"1022","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sliedrecht",3600,0
"1023","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sliedrecht",3700,2.778
"1024","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Sliedrecht",3700,0
"1025","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Sluis",2500,NA
"1026","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sluis",2500,0
"1027","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sluis",2500,0
"1028","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Sluis",2500,0
"1029","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Smallingerland",7900,NA
"1030","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Smallingerland",7800,-1.266
"1031","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Smallingerland",7800,0
"1032","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Smallingerland",7800,0
"1033","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Soest",6300,NA
"1034","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Soest",6200,-1.587
"1035","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Soest",6300,1.613
"1036","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Soest",6200,-1.587
"1037","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Someren",2700,NA
"1038","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Someren",2700,0
"1039","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Someren",2700,0
"1040","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Someren",2600,-3.704
"1041","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Son en Breugel",2200,NA
"1042","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Son en Breugel",2200,0
"1043","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Son en Breugel",2200,0
"1044","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Son en Breugel",2200,0
"1045","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stadskanaal",4000,NA
"1046","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stadskanaal",4100,2.5
"1047","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Stadskanaal",4100,0
"1048","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Stadskanaal",4100,0
"1049","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Staphorst",2900,NA
"1050","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Staphorst",3000,3.448
"1051","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Staphorst",3100,3.333
"1052","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Staphorst",3100,0
"1053","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stede Broec",3100,NA
"1054","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stede Broec",3100,0
"1055","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Stede Broec",3100,0
"1056","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Stede Broec",3000,-3.226
"1057","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Steenbergen",3200,NA
"1058","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Steenbergen",3200,0
"1059","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Steenbergen",3100,-3.125
"1060","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Steenbergen",3000,-3.226
"1061","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Steenwijkerland",6000,NA
"1062","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Steenwijkerland",5900,-1.667
"1063","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Steenwijkerland",6100,3.39
"1064","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Steenwijkerland",6000,-1.639
"1065","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stein (L.)",2800,NA
"1066","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stein (L.)",2800,0
"1067","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Stein (L.)",2900,3.571
"1068","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Stein (L.)",2800,-3.448
"1069","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Stichtse Vecht",8200,NA
"1070","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stichtse Vecht",8100,-1.22
"1071","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Stichtse Vecht",8100,0
"1072","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Stichtse Vecht",8100,0
"1073","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Súdwest-Fryslân",12100,NA
"1074","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Súdwest-Fryslân",12100,0
"1075","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Súdwest-Fryslân",12200,0.826
"1076","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Súdwest-Fryslân",12000,-1.639
"1077","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Terneuzen",6700,NA
"1078","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Terneuzen",6600,-1.493
"1079","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Terneuzen",6600,0
"1080","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Terneuzen",6500,-1.515
"1081","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Terschelling",900,NA
"1082","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Terschelling",900,0
"1083","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Terschelling",900,0
"1084","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Terschelling",800,-11.111
"1085","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Texel",1700,NA
"1086","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Texel",1700,0
"1087","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Texel",1700,0
