"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal.","unemployment_pct_change"
"270","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Den Helder",7300,1.389
"271","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Den Helder",7200,-1.37
"272","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Den Helder",7200,0
"273","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Deurne",4500,NA
"274","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Deurne",4400,-2.222
"275","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Deurne",4500,2.273
"276","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Deurne",4500,0
"277","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Deventer",15200,NA
"278","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Deventer",15100,-0.658
"279","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Deventer",15400,1.987
"280","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Deventer",15300,-0.649
"281","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Diemen",6400,NA
"282","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Diemen",6200,-3.125
"283","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Diemen",6400,3.226
"284","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Diemen",6200,-3.125
"285","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Dijk en Waard",12200,NA
"286","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dijk en Waard",12400,1.639
"287","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dijk en Waard",12500,0.806
"288","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Dijk en Waard",12500,0
"289","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Dinkelland",4200,NA
"290","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dinkelland",4100,-2.381
"291","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dinkelland",4200,2.439
"292","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Dinkelland",4000,-4.762
"293","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Doesburg",1400,NA
"294","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Doesburg",1400,0
"295","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Doesburg",1400,0
"296","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Doesburg",1300,-7.143
"297","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Doetinchem",8200,NA
"298","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Doetinchem",8300,1.22
"299","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Doetinchem",8300,0
"300","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Doetinchem",8300,0
"301","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Dongen",3500,NA
"302","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dongen",3500,0
"303","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dongen",3600,2.857
"304","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Dongen",3500,-2.778
"305","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Dordrecht",16900,NA
"306","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dordrecht",16900,0
"307","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dordrecht",17200,1.775
"308","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Dordrecht",17200,0
"309","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Drechterland",2800,NA
"310","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Drechterland",2700,-3.571
"311","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Drechterland",2800,3.704
"312","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Drechterland",2800,0
"313","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Drimmelen",3500,NA
"314","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Drimmelen",3500,0
"315","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Drimmelen",3500,0
"316","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Drimmelen",3500,0
"317","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Dronten",6400,NA
"318","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dronten",6400,0
"319","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dronten",6500,1.562
"320","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Dronten",6800,4.615
"321","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Druten",2700,NA
"322","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Druten",2600,-3.704
"323","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Druten",2700,3.846
"324","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Druten",2600,-3.704
"325","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Duiven",3600,NA
"326","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Duiven",3500,-2.778
"327","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Duiven",3400,-2.857
"328","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Duiven",3400,0
"329","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Echt-Susteren",3600,NA
"330","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Echt-Susteren",3700,2.778
"331","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Echt-Susteren",3700,0
"332","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Echt-Susteren",3600,-2.703
"333","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Edam-Volendam",5400,NA
"334","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Edam-Volendam",5400,0
"335","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Edam-Volendam",5500,1.852
"336","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Edam-Volendam",5400,-1.818
"337","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ede",18600,NA
"338","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ede",18600,0
"339","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ede",18800,1.075
"340","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ede",19200,2.128
"341","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eemnes",1300,NA
"342","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemnes",1300,0
"343","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemnes",1300,0
"344","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eemnes",1300,0
"345","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eemsdelta",5700,NA
"346","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemsdelta",5700,0
"347","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemsdelta",5800,1.754
"348","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eemsdelta",5700,-1.724
"349","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eersel",2600,NA
"350","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eersel",2600,0
"351","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eersel",2600,0
"352","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eersel",2500,-3.846
"353","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eijsden-Margraten",3100,NA
"354","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eijsden-Margraten",3000,-3.226
"355","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eijsden-Margraten",2900,-3.333
"356","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eijsden-Margraten",2800,-3.448
"357","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eindhoven",41400,NA
"358","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eindhoven",42500,2.657
"359","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eindhoven",43200,1.647
"360","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eindhoven",44600,3.241
"361","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Elburg",3400,NA
"362","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Elburg",3400,0
"363","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Elburg",3500,2.941
"364","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Elburg",3500,0
"365","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Emmen",14300,NA
"366","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Emmen",14500,1.399
"367","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Emmen",14800,2.069
"368","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Emmen",14900,0.676
"369","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Enkhuizen",2400,NA
"370","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enkhuizen",2400,0
"371","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Enkhuizen",2400,0
"372","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Enkhuizen",2500,4.167
"373","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Enschede",30800,NA
"374","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enschede",31300,1.623
"375","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Enschede",31700,1.278
"376","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Enschede",31900,0.631
"377","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Epe",4200,NA
"378","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Epe",4200,0
"379","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Epe",4200,0
"380","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Epe",4000,-4.762
"381","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ermelo",3800,NA
"382","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ermelo",3900,2.632
"383","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ermelo",3900,0
"384","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ermelo",3900,0
"385","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Etten-Leur",5600,NA
"386","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Etten-Leur",5600,0
"387","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Etten-Leur",5800,3.571
"388","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Etten-Leur",5900,1.724
"389","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Geertruidenberg",2800,NA
"390","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geertruidenberg",2800,0
"391","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Geertruidenberg",2900,3.571
"392","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Geertruidenberg",2900,0
"393","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Geldrop-Mierlo",5300,NA
"394","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geldrop-Mierlo",5100,-3.774
"395","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Geldrop-Mierlo",5300,3.922
"396","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Geldrop-Mierlo",5300,0
"397","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gemert-Bakel",4100,NA
"398","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gemert-Bakel",4000,-2.439
"399","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gemert-Bakel",4100,2.5
"400","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gemert-Bakel",4000,-2.439
"401","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gennep",2100,NA
"402","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gennep",2100,0
"403","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gennep",2300,9.524
"404","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gennep",2300,0
"405","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gilze en Rijen",3600,NA
"406","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gilze en Rijen",3600,0
"407","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gilze en Rijen",3600,0
"408","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gilze en Rijen",3700,2.778
"409","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Goeree-Overflakkee",6800,NA
"410","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goeree-Overflakkee",6800,0
"411","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goeree-Overflakkee",6900,1.471
"412","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Goeree-Overflakkee",6800,-1.449
"413","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Goes",5100,NA
"414","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goes",5100,0
"415","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goes",5200,1.961
"416","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Goes",5000,-3.846
"417","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Goirle",2700,NA
"418","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goirle",2700,0
"419","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goirle",2800,3.704
"420","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Goirle",2900,3.571
"421","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gooise Meren",7100,NA
"422","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gooise Meren",7100,0
"423","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gooise Meren",7300,2.817
"424","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gooise Meren",7100,-2.74
"425","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gorinchem",5400,NA
"426","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gorinchem",5400,0
"427","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gorinchem",5600,3.704
"428","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gorinchem",5500,-1.786
"429","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gouda",10600,NA
"430","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gouda",10700,0.943
"431","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gouda",10900,1.869
"432","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gouda",10700,-1.835
"433","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Groningen (gemeente)",61400,NA
"434","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Groningen (gemeente)",62300,1.466
"435","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Groningen (gemeente)",63200,1.445
"436","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Groningen (gemeente)",67300,6.487
"437","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gulpen-Wittem",1500,NA
"438","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gulpen-Wittem",1500,0
"439","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gulpen-Wittem",1500,0
"440","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gulpen-Wittem",1400,-6.667
"441","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Haaksbergen",3200,NA
"442","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haaksbergen",3200,0
"443","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haaksbergen",3300,3.125
"444","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Haaksbergen",3200,-3.03
"445","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Haarlem",20700,NA
"446","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlem",20500,-0.966
"447","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haarlem",21000,2.439
"448","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Haarlem",21300,1.429
"449","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Haarlemmermeer",22800,NA
"450","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlemmermeer",22900,0.439
"451","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haarlemmermeer",23600,3.057
"452","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Haarlemmermeer",24000,1.695
"453","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Halderberge",3800,NA
"454","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Halderberge",3800,0
"455","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Halderberge",3900,2.632
"456","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Halderberge",3900,0
"457","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hardenberg",9300,NA
"458","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardenberg",9300,0
"459","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hardenberg",9400,1.075
"460","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hardenberg",9400,0
"461","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Harderwijk",6800,NA
"462","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harderwijk",6800,0
"463","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Harderwijk",6900,1.471
"464","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Harderwijk",6900,0
"465","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hardinxveld-Giessendam",2800,NA
"466","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardinxveld-Giessendam",2900,3.571
"467","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hardinxveld-Giessendam",2900,0
"468","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hardinxveld-Giessendam",2900,0
"469","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Harlingen",2100,NA
"470","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harlingen",2000,-4.762
"471","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Harlingen",2100,5
"472","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Harlingen",2100,0
"473","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hattem",1600,NA
"474","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hattem",1600,0
"475","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hattem",1700,6.25
"476","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hattem",1600,-5.882
"477","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heemskerk",5300,NA
"478","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemskerk",5200,-1.887
"479","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heemskerk",5200,0
"480","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heemskerk",5100,-1.923
"481","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heemstede",2900,NA
"482","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemstede",2800,-3.448
"483","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heemstede",2900,3.571
"484","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heemstede",2900,0
"485","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heerde",2400,NA
"486","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerde",2400,0
"487","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerde",2400,0
"488","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heerde",2400,0
"489","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heerenveen",6900,NA
"490","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerenveen",6900,0
"491","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerenveen",7100,2.899
"492","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heerenveen",7000,-1.408
"493","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heerlen",10900,NA
"494","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerlen",10800,-0.917
"495","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerlen",10900,0.926
"496","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heerlen",11000,0.917
"497","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heeze-Leende",2000,NA
"498","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heeze-Leende",2000,0
"499","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heeze-Leende",2100,5
"500","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heeze-Leende",2000,-4.762
"501","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heiloo",3100,NA
"502","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heiloo",3100,0
"503","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heiloo",3100,0
"504","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heiloo",3000,-3.226
"505","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hellendoorn",5000,NA
"506","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hellendoorn",5000,0
"507","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hellendoorn",5200,4
"508","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hellendoorn",5100,-1.923
"509","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Helmond",13400,NA
"510","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Helmond",13600,1.493
"511","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Helmond",13900,2.206
"512","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Helmond",14000,0.719
"513","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hendrik-Ido-Ambacht",4200,NA
"514","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hendrik-Ido-Ambacht",4200,0
"515","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hendrik-Ido-Ambacht",4300,2.381
"516","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hendrik-Ido-Ambacht",4400,2.326
"517","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hengelo (O.)",12100,NA
"518","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hengelo (O.)",12200,0.826
"519","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hengelo (O.)",12500,2.459
"520","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hengelo (O.)",12700,1.6
"521","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Het Hogeland",6200,NA
"522","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Het Hogeland",6100,-1.613
"523","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Het Hogeland",6100,0
"524","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Het Hogeland",6100,0
"525","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heumen",2200,NA
"526","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heumen",2100,-4.545
"527","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heumen",2100,0
"528","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heumen",2100,0
"529","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heusden",6100,NA
"530","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heusden",6000,-1.639
"531","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heusden",6000,0
"532","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heusden",5900,-1.667
"533","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hillegom",2800,NA
"534","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hillegom",2800,0
"535","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hillegom",2900,3.571
"536","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hillegom",2900,0
"537","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hilvarenbeek",2100,NA
"538","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilvarenbeek",2000,-4.762
"539","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hilvarenbeek",2000,0
"540","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hilvarenbeek",2000,0
"541","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hilversum",11900,NA
"542","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilversum",11900,0
"543","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hilversum",12400,4.202
