"","Onderwijsvolgend","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Gemeente","aantal_jongeren","nietwerkzame_jongeren"
"311","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Weert",6700,1800
"312","Totaal ","Totaal met of zonder uitkering","Totaal","2020","West Betuwe",7400,1900
"313","Totaal ","Totaal met of zonder uitkering","Totaal","2020","West Maas en Waal",2500,600
"314","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerkwartier",8500,2600
"315","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerveld",2200,700
"316","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westervoort",1900,600
"317","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerwolde",3000,1100
"318","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westland",15600,3000
"319","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Weststellingwerf",3300,1000
"320","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wierden",3400,800
"321","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijchen",5600,1500
"322","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijdemeren",3000,900
"323","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijk bij Duurstede",3200,800
"324","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Winterswijk",4000,1000
"325","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woensdrecht",2700,800
"326","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woerden",7400,2000
"327","Totaal ","Totaal met of zonder uitkering","Totaal","2020","De Wolden",3200,800
"328","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wormerland",2300,600
"329","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woudenberg",2000,500
"330","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zaanstad",21700,6700
"331","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zaltbommel",4600,1100
"332","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zandvoort",1800,600
"333","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zeewolde",3600,1000
"334","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zeist",9100,3900
"335","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zevenaar",5600,1500
"336","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zoetermeer",17100,5600
"337","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zoeterwoude",1200,400
"338","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zuidplas",6100,1600
"339","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zundert",2900,600
"340","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zutphen",6600,2300
"341","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwartewaterland",3700,600
"342","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwijndrecht",5900,1700
"343","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwolle",20600,6100
"344","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nederland",2596900,735200
"345","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Aa en Hunze",2900,800
"346","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Aalsmeer",4600,1100
"347","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Aalten",3600,700
"348","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Achtkarspelen",4000,1000
"349","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alblasserdam",2900,600
"350","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Albrandswaard",3400,1000
"351","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alkmaar",14600,3500
"352","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Almelo",10700,3000
"353","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Almere",32200,10100
"354","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alphen aan den Rijn",15500,3700
"355","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Alphen-Chaam",1300,300
"356","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Altena",8100,1600
"357","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ameland",500,100
"358","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Amersfoort",22900,6200
"359","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Amstelveen",13000,5200
"360","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Amsterdam",152900,51800
"361","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Apeldoorn",22800,5800
"362","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Arnhem",27300,9000
"363","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Assen",9800,2800
"364","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Asten",2500,400
"365","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Baarle-Nassau",800,200
"366","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Baarn",2800,900
"367","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Barendrecht",7100,2100
"368","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Barneveld",9600,1600
"369","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beek (L.)",1900,500
"370","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beekdaelen",4100,1000
"371","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beesel",1700,300
"372","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Berg en Dal",4400,1200
"373","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergeijk",2500,400
"374","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergen (L.)",1700,300
"375","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergen (NH.)",3500,1000
"376","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bergen op Zoom",8900,2400
"377","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Berkelland",5800,1200
"378","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bernheze",4600,900
"379","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Best",4400,1000
"380","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beuningen",3400,800
"381","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Beverwijk",5700,1300
"382","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Bilt",5200,1800
"383","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bladel",2900,500
"384","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Blaricum",1300,500
"385","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bloemendaal",2700,1100
"386","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bodegraven-Reeuwijk",4900,1000
"387","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Boekel",1600,300
"388","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Borger-Odoorn",3100,800
"389","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Borne",3000,700
"390","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Borsele",3100,600
"391","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Boxtel",4500,1100
"392","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Breda",30700,8300
"393","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bronckhorst",4800,1100
"394","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Brummen",2600,600
"395","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Brunssum",3200,900
"396","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bunnik",1800,600
"397","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Bunschoten",3400,600
"398","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Buren",3600,800
"399","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Capelle aan den IJssel",9100,2700
"400","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Castricum",4700,1100
"401","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Coevorden",4600,1200
"402","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Cranendonck",2700,700
"403","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Culemborg",3900,1100
"404","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dalfsen",4100,800
"405","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dantumadiel",2600,600
"406","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Delft",26200,12200
"407","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Deurne",4400,900
"408","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Deventer",15100,4300
"409","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Diemen",6200,2400
"410","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dijk en Waard",12400,2900
"411","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dinkelland",4100,600
"412","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Doesburg",1400,400
"413","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Doetinchem",8300,2200
"414","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dongen",3500,700
"415","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dordrecht",16900,4800
"416","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Drechterland",2700,600
"417","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Drimmelen",3500,700
"418","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dronten",6400,1800
"419","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Druten",2600,700
"420","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Duiven",3500,800
"421","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Echt-Susteren",3700,1100
"422","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Edam-Volendam",5400,900
"423","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ede",18600,4200
"424","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemnes",1300,300
"425","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemsdelta",5700,1800
"426","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eersel",2600,500
"427","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eijsden-Margraten",3000,800
"428","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eindhoven",42500,14000
"429","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Elburg",3400,700
"430","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Emmen",14500,3900
"431","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enkhuizen",2400,600
"432","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enschede",31300,12000
"433","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Epe",4200,900
"434","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ermelo",3900,900
"435","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Etten-Leur",5600,1400
"436","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Fryske Marren",6800,1500
"437","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geertruidenberg",2800,600
"438","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geldrop-Mierlo",5100,1300
"439","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gemert-Bakel",4000,800
"440","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gennep",2100,500
"441","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gilze en Rijen",3600,800
"442","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goeree-Overflakkee",6800,1400
"443","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goes",5100,1000
"444","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goirle",2700,600
"445","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gooise Meren",7100,2700
"446","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gorinchem",5400,1400
"447","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gouda",10700,2800
"448","Totaal ","Totaal met of zonder uitkering","Totaal","2021","'s-Gravenhage (gemeente)",86400,33700
"449","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Groningen (gemeente)",62300,24200
"450","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gulpen-Wittem",1500,400
"451","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haaksbergen",3200,600
"452","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlem",20500,6000
"453","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlemmermeer",22900,6200
"454","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Halderberge",3800,900
"455","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardenberg",9300,1800
"456","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harderwijk",6800,1500
"457","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardinxveld-Giessendam",2900,500
"458","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harlingen",2000,600
"459","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hattem",1600,400
"460","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemskerk",5200,1200
"461","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemstede",2800,1100
"462","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerde",2400,500
"463","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerenveen",6900,2000
"464","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerlen",10800,3300
"465","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heeze-Leende",2000,400
"466","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heiloo",3100,800
"467","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Den Helder",7300,1800
"468","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hellendoorn",5000,1000
"469","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Helmond",13600,3500
"470","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hendrik-Ido-Ambacht",4200,1000
"471","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hengelo (O.)",12200,3300
"472","Totaal ","Totaal met of zonder uitkering","Totaal","2021","'s-Hertogenbosch",22700,5500
"473","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heumen",2100,500
"474","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heusden",6000,1300
"475","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hillegom",2800,600
"476","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilvarenbeek",2000,300
"477","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilversum",11900,3900
"478","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoeksche Waard",11500,2700
"479","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hof van Twente",4800,900
"480","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Het Hogeland",6100,1900
"481","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hollands Kroon",6900,1400
"482","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoogeveen",7800,1700
"483","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoorn",10400,2600
"484","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Horst aan de Maas",5900,1000
"485","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Houten",7100,2100
"486","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Huizen",5100,1400
"487","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hulst",3100,900
"488","Totaal ","Totaal met of zonder uitkering","Totaal","2021","IJsselstein",5000,1200
"489","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kaag en Braassem",3700,800
"490","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kampen",8500,1700
"491","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kapelle",1800,300
"492","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Katwijk",9500,1800
"493","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kerkrade",4900,1500
"494","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Koggenland",3300,600
"495","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpen aan den IJssel",4100,1100
"496","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpenerwaard",8300,1900
"497","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laarbeek",3000,600
"498","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Land van Cuijk",12600,2700
"499","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landgraaf",4100,1200
"500","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landsmeer",1400,400
"501","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lansingerland",8400,2500
"502","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laren (NH.)",1200,600
"503","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leeuwarden",22500,7100
"504","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiden",27700,9700
"505","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiderdorp",3500,1100
"506","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leidschendam-Voorburg",8800,3100
"507","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lelystad",11600,3500
"508","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leudal",4600,1100
"509","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leusden",3900,900
"510","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lingewaard",6200,1400
"511","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lisse",2900,600
"512","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lochem",4000,1100
"513","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Loon op Zand",3000,500
"514","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lopik",2400,400
"515","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Losser",3100,700
"516","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasdriel",3500,700
"517","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasgouw",2700,700
"518","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maashorst",8000,1600
"519","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maassluis",4300,1100
"520","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maastricht",28200,14200
"521","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Medemblik",6300,1400
"522","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meerssen",2100,600
"523","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meierijstad",11300,2100
"524","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meppel",5100,1400
"525","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Middelburg (Z.)",7100,2100
"526","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Delfland",2700,600
"527","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Drenthe",4400,1000
"528","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Groningen",7900,2300
"529","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Moerdijk",4800,1100
"530","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Molenlanden",7200,1300
"531","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montferland",4900,1100
"532","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montfoort",2100,400
"533","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Mook en Middelaar",1000,300
"534","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Neder-Betuwe",4000,700
"535","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nederweert",2200,400
"536","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwegein",8700,2200
"537","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwkoop",3900,800
"538","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijkerk",6200,1300
"539","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijmegen",38100,12200
"540","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nissewaard",11200,2900
"541","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noardeast-Fryslân",6300,1600
"542","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noord-Beveland",800,200
"543","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordenveld",3400,900
"544","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordoostpolder",7000,1900
"545","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordwijk",5700,1400
"546","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nuenen, Gerwen en Nederwetten",2800,700
"547","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nunspeet",4000,600
"548","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oegstgeest",3100,1300
"549","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oirschot",2600,400
"550","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oisterwijk",4200,900
"551","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldambt",4800,1500
"552","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldebroek",3300,700
"553","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldenzaal",4400,1000
"554","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Olst-Wijhe",2500,500
"555","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ommen",2400,500
"556","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oost Gelre",4200,800
"557","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oosterhout",7000,1600
"558","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ooststellingwerf",3100,800
"559","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oostzaan",1300,300
"560","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opmeer",1800,300
"561","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opsterland",4000,1000
"562","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oss",13300,3000
"563","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oude IJsselstreek",5300,1300
"564","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ouder-Amstel",1900,600
"565","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oudewater",1400,300
"566","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Overbetuwe",6500,1700
"567","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Papendrecht",4400,1000
"568","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Peel en Maas",5800,1000
"569","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Pekela",1600,400
"570","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Pijnacker-Nootdorp",8400,2600
"571","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Purmerend",12600,3200
"572","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Putten",3500,600
"573","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Raalte",5100,900
"574","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Reimerswaal",3600,600
"575","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Renkum",3300,1100
"576","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Renswoude",900,200
"577","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Reusel-De Mierden",1600,200
"578","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rheden",5400,1700
"579","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rhenen",2800,600
"580","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ridderkerk",5800,1400
"581","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rijssen-Holten",6000,900
"582","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rijswijk (ZH.)",6400,2200
"583","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roerdalen",2200,500
"584","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roermond",7600,2000
"585","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Ronde Venen",5900,1500
"586","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roosendaal",10700,2700
"587","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rotterdam",112100,38900
"588","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rozendaal",200,100
"589","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rucphen",2700,600
"590","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schagen",6500,1400
"591","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Scherpenzeel",1600,200
"592","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schiedam",11300,3400
"593","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schiermonnikoog",100,0
"594","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schouwen-Duiveland",4000,700
"595","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Simpelveld",1200,300
"596","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sint-Michielsgestel",3800,900
"597","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sittard-Geleen",11500,3500
"598","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sliedrecht",3600,800
"599","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sluis",2500,600
"600","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Smallingerland",7800,2300
"601","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Soest",6200,1700
"602","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Someren",2700,500
"603","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Son en Breugel",2200,600
"604","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stadskanaal",4100,1100
"605","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Staphorst",3000,400
"606","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stede Broec",3100,700
"607","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Steenbergen",3200,700
"608","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Steenwijkerland",5900,1400
"609","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stein (L.)",2800,800
"610","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stichtse Vecht",8100,2300
"611","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Súdwest-Fryslân",12100,3100
"612","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Terneuzen",6600,1800
"613","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Terschelling",900,300
"614","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Texel",1700,300
"615","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Teylingen",5300,1400
"616","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tholen",3800,700
"617","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tiel",6300,1600
"618","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tilburg",42100,11600
"619","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tubbergen",3500,600
"620","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Twenterand",5100,1100
"621","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tynaarlo",3600,1200
"622","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tytsjerksteradiel",4300,1200
"623","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Uitgeest",2000,400
"624","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Uithoorn",4100,1000
"625","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Urk",4100,500
"626","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Utrecht (gemeente)",70600,21700
"627","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Utrechtse Heuvelrug",6200,2100
