"","Onderwijsvolgend","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Gemeente","aantal_jongeren","nietwerkzame_jongeren"
"628","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vaals",1400,900
"629","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Valkenburg aan de Geul",1800,500
"630","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Valkenswaard",3900,800
"631","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veendam",3600,1100
"632","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veenendaal",10200,2300
"633","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veere",2600,400
"634","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veldhoven",5700,1300
"635","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Velsen",9300,2300
"636","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Venlo",13800,3400
"637","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Venray",6100,1200
"638","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vijfheerenlanden",8100,1700
"639","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlaardingen",9800,2700
"640","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlieland",300,0
"641","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlissingen",5900,1500
"642","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voerendaal",1300,300
"643","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorne aan Zee",9000,2300
"644","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorschoten",3200,1200
"645","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorst",3100,800
"646","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vught",3600,1000
"647","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waadhoeke",6300,1700
"648","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waalre",2000,600
"649","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waalwijk",6600,1300
"650","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waddinxveen",4100,800
"651","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wageningen",11000,5800
"652","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wassenaar",3500,1800
"653","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waterland",2100,600
"654","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Weert",6700,1600
"655","Totaal ","Totaal met of zonder uitkering","Totaal","2021","West Betuwe",7400,1700
"656","Totaal ","Totaal met of zonder uitkering","Totaal","2021","West Maas en Waal",2500,500
"657","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerkwartier",8500,2400
"658","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerveld",2200,600
"659","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westervoort",1800,500
"660","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerwolde",3300,1300
"661","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westland",15600,2800
"662","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Weststellingwerf",3300,800
"663","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wierden",3400,600
"664","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijchen",5600,1300
"665","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijdemeren",2900,800
"666","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijk bij Duurstede",3100,700
"667","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Winterswijk",4000,900
"668","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woensdrecht",2700,700
"669","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woerden",7400,1700
"670","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Wolden",3200,700
"671","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wormerland",2300,600
"672","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woudenberg",2000,400
"673","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zaanstad",21600,5900
"674","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zaltbommel",4700,1000
"675","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zandvoort",1900,600
"676","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zeewolde",3700,900
"677","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zeist",9200,3500
"678","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zevenaar",5600,1300
"679","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zoetermeer",16800,4700
"680","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zoeterwoude",1200,300
"681","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zuidplas",6000,1400
"682","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zundert",2900,500
"683","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zutphen",6500,2000
"684","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwartewaterland",3800,600
"685","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwijndrecht",5900,1500
"686","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwolle",20800,5400
"687","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nederland",2640300,713700
"688","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Aa en Hunze",2900,700
"689","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Aalsmeer",4800,1100
"690","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Aalten",3600,700
"691","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Achtkarspelen",4100,900
"692","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alblasserdam",3000,600
"693","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Albrandswaard",3500,1000
"694","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alkmaar",14800,3400
"695","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Almelo",10900,2900
"696","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Almere",32500,9400
"697","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alphen aan den Rijn",15600,3400
"698","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alphen-Chaam",1300,300
"699","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Altena",8200,1600
"700","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ameland",600,100
"701","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Amersfoort",23500,5900
"702","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Amstelveen",13900,5400
"703","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Amsterdam",159400,53500
"704","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Apeldoorn",23000,5500
"705","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Arnhem",27600,8600
"706","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Assen",10000,2700
"707","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Asten",2400,400
"708","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Baarle-Nassau",800,200
"709","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Baarn",2800,800
"710","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Barendrecht",7200,2000
"711","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Barneveld",9600,1500
"712","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beek (L.)",1800,400
"713","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beekdaelen",4000,1000
"714","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beesel",1700,400
"715","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Berg en Dal",4400,1100
"716","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergeijk",2600,400
"717","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergen (L.)",1600,300
"718","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergen (NH.)",3600,1000
"719","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergen op Zoom",9000,2100
"720","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Berkelland",5900,1100
"721","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bernheze",4800,800
"722","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Best",4300,900
"723","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beuningen",3300,700
"724","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beverwijk",5800,1300
"725","Totaal ","Totaal met of zonder uitkering","Totaal","2022","De Bilt",5300,1800
"726","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bladel",2900,500
"727","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Blaricum",1300,500
"728","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bloemendaal",2800,1200
"729","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bodegraven-Reeuwijk",5000,1000
"730","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Boekel",1700,200
"731","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Borger-Odoorn",3100,700
"732","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Borne",3100,600
"733","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Borsele",3200,600
"734","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Boxtel",4700,1000
"735","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Breda",30900,8100
"736","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bronckhorst",4800,1000
"737","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Brummen",2500,600
"738","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Brunssum",3200,900
"739","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bunnik",1900,500
"740","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bunschoten",3400,600
"741","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Buren",3700,800
"742","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Capelle aan den IJssel",9100,2600
"743","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Castricum",4700,1100
"744","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Coevorden",4700,1000
"745","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Cranendonck",2700,600
"746","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Culemborg",3900,1000
"747","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dalfsen",4200,800
"748","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dantumadiel",2600,600
"749","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Delft",26500,11300
"750","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Deurne",4500,800
"751","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Deventer",15400,4100
"752","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Diemen",6400,2500
"753","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dijk en Waard",12500,2700
"754","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dinkelland",4200,600
"755","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Doesburg",1400,400
"756","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Doetinchem",8300,1900
"757","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dongen",3600,700
"758","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dordrecht",17200,4500
"759","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Drechterland",2800,600
"760","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Drimmelen",3500,700
"761","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dronten",6500,1700
"762","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Druten",2700,600
"763","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Duiven",3400,700
"764","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Echt-Susteren",3700,1000
"765","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Edam-Volendam",5500,800
"766","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ede",18800,4000
"767","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemnes",1300,300
"768","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemsdelta",5800,1700
"769","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eersel",2600,600
"770","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eijsden-Margraten",2900,800
"771","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eindhoven",43200,13600
"772","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Elburg",3500,600
"773","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Emmen",14800,3700
"774","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Enkhuizen",2400,500
"775","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Enschede",31700,11400
"776","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Epe",4200,800
"777","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ermelo",3900,900
"778","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Etten-Leur",5800,1300
"779","Totaal ","Totaal met of zonder uitkering","Totaal","2022","De Fryske Marren",6900,1400
"780","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Geertruidenberg",2900,500
"781","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Geldrop-Mierlo",5300,1200
"782","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gemert-Bakel",4100,800
"783","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gennep",2300,500
"784","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gilze en Rijen",3600,900
"785","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goeree-Overflakkee",6900,1300
"786","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goes",5200,1100
"787","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goirle",2800,600
"788","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gooise Meren",7300,2700
"789","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gorinchem",5600,1300
"790","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gouda",10900,2700
"791","Totaal ","Totaal met of zonder uitkering","Totaal","2022","'s-Gravenhage (gemeente)",89000,34000
"792","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Groningen (gemeente)",63200,24200
"793","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gulpen-Wittem",1500,400
"794","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haaksbergen",3300,600
"795","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haarlem",21000,5900
"796","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haarlemmermeer",23600,6000
"797","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Halderberge",3900,800
"798","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hardenberg",9400,1700
"799","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Harderwijk",6900,1500
"800","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hardinxveld-Giessendam",2900,500
"801","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Harlingen",2100,500
"802","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hattem",1700,400
"803","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heemskerk",5200,1200
"804","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heemstede",2900,1100
"805","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerde",2400,400
"806","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerenveen",7100,1800
"807","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerlen",10900,3200
"808","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heeze-Leende",2100,400
"809","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heiloo",3100,700
"810","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Den Helder",7200,1600
"811","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hellendoorn",5200,1000
"812","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Helmond",13900,3400
"813","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hendrik-Ido-Ambacht",4300,900
"814","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hengelo (O.)",12500,3100
"815","Totaal ","Totaal met of zonder uitkering","Totaal","2022","'s-Hertogenbosch",23100,5400
"816","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heumen",2100,500
"817","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heusden",6000,1200
"818","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hillegom",2900,600
"819","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hilvarenbeek",2000,300
"820","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hilversum",12400,3900
"821","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoeksche Waard",11700,2400
"822","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hof van Twente",4900,800
"823","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Het Hogeland",6100,1700
"824","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hollands Kroon",7000,1400
"825","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoogeveen",8000,1600
"826","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoorn",10500,2400
"827","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Horst aan de Maas",6000,900
"828","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Houten",7100,1900
"829","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Huizen",5100,1400
"830","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hulst",3100,900
"831","Totaal ","Totaal met of zonder uitkering","Totaal","2022","IJsselstein",5000,1200
"832","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kaag en Braassem",3700,700
"833","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kampen",8700,1700
"834","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kapelle",1800,300
"835","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Katwijk",9700,1800
"836","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kerkrade",4900,1400
"837","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Koggenland",3400,600
"838","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Krimpen aan den IJssel",4200,1000
"839","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Krimpenerwaard",8300,1700
"840","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Laarbeek",3100,600
"841","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Land van Cuijk",12400,2500
"842","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Landgraaf",4100,1100
"843","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Landsmeer",1400,400
"844","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lansingerland",8600,2300
"845","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Laren (NH.)",1200,600
"846","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leeuwarden",22800,6600
"847","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leiden",28100,9500
"848","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leiderdorp",3500,1000
"849","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leidschendam-Voorburg",9000,3100
"850","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lelystad",12100,3400
"851","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leudal",4700,1000
"852","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leusden",4000,1000
"853","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lingewaard",6300,1400
"854","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lisse",3000,600
"855","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lochem",4100,1100
"856","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Loon op Zand",3000,500
"857","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lopik",2300,400
"858","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Losser",3100,600
"859","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maasdriel",3500,700
"860","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maasgouw",2800,700
"861","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maashorst",8000,1400
"862","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maassluis",4500,1000
"863","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maastricht",29000,14200
"864","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Medemblik",6500,1400
"865","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meerssen",2100,500
"866","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meierijstad",11400,1900
"867","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meppel",5300,1400
"868","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Middelburg (Z.)",7400,2100
"869","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Delfland",2700,600
"870","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Drenthe",4500,900
"871","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Groningen",7900,2200
"872","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Moerdijk",4900,900
"873","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Molenlanden",7300,1300
"874","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Montferland",4900,1000
"875","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Montfoort",2100,400
"876","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Mook en Middelaar",1000,300
"877","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Neder-Betuwe",4000,600
"878","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nederweert",2300,400
"879","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nieuwegein",8600,2000
"880","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nieuwkoop",3900,700
"881","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nijkerk",6400,1200
"882","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nijmegen",38800,12400
"883","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nissewaard",11200,2800
"884","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noardeast-Fryslân",6400,1500
"885","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noord-Beveland",800,200
"886","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordenveld",3500,900
"887","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordoostpolder",7500,1800
"888","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordwijk",5800,1400
"889","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nuenen, Gerwen en Nederwetten",2800,700
"890","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nunspeet",4100,700
"891","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oegstgeest",3200,1300
"892","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oirschot",2600,400
"893","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oisterwijk",4200,900
"894","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldambt",4900,1400
"895","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldebroek",3500,600
"896","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldenzaal",4400,900
"897","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Olst-Wijhe",2600,500
"898","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ommen",2500,500
"899","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oost Gelre",4200,700
"900","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oosterhout",7100,1600
"901","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ooststellingwerf",3200,800
"902","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oostzaan",1300,300
"903","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Opmeer",1800,300
"904","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Opsterland",4100,1000
"905","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oss",13400,2800
"906","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oude IJsselstreek",5300,1100
"907","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ouder-Amstel",1900,600
"908","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oudewater",1400,200
"909","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Overbetuwe",6500,1600
"910","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Papendrecht",4400,1000
"911","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Peel en Maas",6000,1000
"912","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Pekela",1600,400
"913","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Pijnacker-Nootdorp",8600,2500
"914","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Purmerend",12700,2900
"915","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Putten",3600,600
"916","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Raalte",5200,900
"917","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Reimerswaal",3600,600
"918","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Renkum",3400,1100
"919","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Renswoude",900,100
"920","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Reusel-De Mierden",1700,300
"921","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rheden",5500,1600
"922","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rhenen",2800,600
"923","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ridderkerk",5900,1300
"924","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rijssen-Holten",6000,900
"925","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rijswijk (ZH.)",6600,2200
"926","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Roerdalen",2200,400
"927","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Roermond",7600,1900
"928","Totaal ","Totaal met of zonder uitkering","Totaal","2022","De Ronde Venen",5900,1400
"929","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Roosendaal",10600,2500
"930","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rotterdam",114600,38600
"931","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rozendaal",200,100
"932","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Rucphen",2800,600
"933","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schagen",6600,1300
"934","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Scherpenzeel",1600,200
"935","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schiedam",11300,3300
"936","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schiermonnikoog",100,0
"937","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Schouwen-Duiveland",4000,700
"938","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Simpelveld",1200,300
"939","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sint-Michielsgestel",3900,800
"940","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sittard-Geleen",11600,3200
"941","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sliedrecht",3700,800
"942","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Sluis",2500,600
"943","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Smallingerland",7800,2200
"944","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Soest",6300,1600
"945","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Someren",2700,400
