"","Leeftijd","Marges","Perioden","Wijken.en.buurten","Regioaanduiding.Soort.regio..omschrijving.","Psychische.klachten....","Hoog.risico.op.angst.of.depressie...."
"70","18 jaar of ouder","Waarde",2020,"Doesburg","Gemeente  ","       .",7.9
"71","18 jaar of ouder","Waarde",2020,"Doetinchem","Gemeente  ","       .",6.8
"72","18 jaar of ouder","Waarde",2020,"Dongen","Gemeente  ","       .",5.9
"73","18 jaar of ouder","Waarde",2020,"Dordrecht","Gemeente  ","       .",7.8
"74","18 jaar of ouder","Waarde",2020,"Drechterland","Gemeente  ","       .",4.5
"75","18 jaar of ouder","Waarde",2020,"Drimmelen","Gemeente  ","       .",4.8
"76","18 jaar of ouder","Waarde",2020,"Dronten","Gemeente  ","       .",5.5
"77","18 jaar of ouder","Waarde",2020,"Druten","Gemeente  ","       .",5.9
"78","18 jaar of ouder","Waarde",2020,"Duiven","Gemeente  ","       .",6.2
"79","18 jaar of ouder","Waarde",2020,"Echt-Susteren","Gemeente  ","       .",6.4
"80","18 jaar of ouder","Waarde",2020,"Edam-Volendam","Gemeente  ","       .",4.5
"81","18 jaar of ouder","Waarde",2020,"Ede","Gemeente  ","       .",6
"82","18 jaar of ouder","Waarde",2020,"Eemnes","Gemeente  ","       .",4.6
"83","18 jaar of ouder","Waarde",2020,"Eemsdelta","Gemeente  ","       .",6.8
"84","18 jaar of ouder","Waarde",2020,"Eersel","Gemeente  ","       .",4.5
"85","18 jaar of ouder","Waarde",2020,"Eijsden-Margraten","Gemeente  ","       .",5.4
"86","18 jaar of ouder","Waarde",2020,"Eindhoven","Gemeente  ","       .",8.9
"87","18 jaar of ouder","Waarde",2020,"Elburg","Gemeente  ","       .",4.7
"88","18 jaar of ouder","Waarde",2020,"Emmen","Gemeente  ","       .",6.6
"89","18 jaar of ouder","Waarde",2020,"Enkhuizen","Gemeente  ","       .",6.4
"90","18 jaar of ouder","Waarde",2020,"Enschede","Gemeente  ","       .",8.5
"91","18 jaar of ouder","Waarde",2020,"Epe","Gemeente  ","       .",5.1
"92","18 jaar of ouder","Waarde",2020,"Ermelo","Gemeente  ","       .",5.2
"93","18 jaar of ouder","Waarde",2020,"Etten-Leur","Gemeente  ","       .",7
"94","18 jaar of ouder","Waarde",2020,"De Fryske Marren","Gemeente  ","       .",4.3
"95","18 jaar of ouder","Waarde",2020,"Geertruidenberg","Gemeente  ","       .",6
"96","18 jaar of ouder","Waarde",2020,"Geldrop-Mierlo","Gemeente  ","       .",6.8
"97","18 jaar of ouder","Waarde",2020,"Gemert-Bakel","Gemeente  ","       .",5.7
"98","18 jaar of ouder","Waarde",2020,"Gennep","Gemeente  ","       .",5.9
"99","18 jaar of ouder","Waarde",2020,"Gilze en Rijen","Gemeente  ","       .",6.2
"100","18 jaar of ouder","Waarde",2020,"Goeree-Overflakkee","Gemeente  ","       .",5.1
"101","18 jaar of ouder","Waarde",2020,"Goes","Gemeente  ","       .",6.3
"102","18 jaar of ouder","Waarde",2020,"Goirle","Gemeente  ","       .",5.6
"103","18 jaar of ouder","Waarde",2020,"Gooise Meren","Gemeente  ","       .",5.2
"104","18 jaar of ouder","Waarde",2020,"Gorinchem","Gemeente  ","       .",7.6
"105","18 jaar of ouder","Waarde",2020,"Gouda","Gemeente  ","       .",7.4
"106","18 jaar of ouder","Waarde",2020,"'s-Gravenhage","Gemeente  ","       .",10
"107","18 jaar of ouder","Waarde",2020,"Groningen","Gemeente  ","       .",7.1
"108","18 jaar of ouder","Waarde",2020,"Gulpen-Wittem","Gemeente  ","       .",6.5
"109","18 jaar of ouder","Waarde",2020,"Haaksbergen","Gemeente  ","       .",4.6
"110","18 jaar of ouder","Waarde",2020,"Haarlem","Gemeente  ","       .",7.1
"111","18 jaar of ouder","Waarde",2020,"Haarlemmermeer","Gemeente  ","       .",5.9
"112","18 jaar of ouder","Waarde",2020,"Halderberge","Gemeente  ","       .",6
"113","18 jaar of ouder","Waarde",2020,"Hardenberg","Gemeente  ","       .",4.7
"114","18 jaar of ouder","Waarde",2020,"Harderwijk","Gemeente  ","       .",6.5
"115","18 jaar of ouder","Waarde",2020,"Hardinxveld-Giessendam","Gemeente  ","       .",5.2
"116","18 jaar of ouder","Waarde",2020,"Harlingen","Gemeente  ","       .",5.1
"117","18 jaar of ouder","Waarde",2020,"Hattem","Gemeente  ","       .",4.3
"118","18 jaar of ouder","Waarde",2020,"Heemskerk","Gemeente  ","       .",6.1
"119","18 jaar of ouder","Waarde",2020,"Heemstede","Gemeente  ","       .",4.3
"120","18 jaar of ouder","Waarde",2020,"Heerde","Gemeente  ","       .",4.4
"121","18 jaar of ouder","Waarde",2020,"Heerenveen","Gemeente  ","       .",5.1
"122","18 jaar of ouder","Waarde",2020,"Heerlen","Gemeente  ","       .",11.5
"123","18 jaar of ouder","Waarde",2020,"Heeze-Leende","Gemeente  ","       .",4.3
"124","18 jaar of ouder","Waarde",2020,"Heiloo","Gemeente  ","       .",4.4
"125","18 jaar of ouder","Waarde",2020,"Den Helder","Gemeente  ","       .",6.9
"126","18 jaar of ouder","Waarde",2020,"Hellendoorn","Gemeente  ","       .",4.3
"127","18 jaar of ouder","Waarde",2020,"Hellevoetsluis","Gemeente  ","       .",6.5
"128","18 jaar of ouder","Waarde",2020,"Helmond","Gemeente  ","       .",8.6
"129","18 jaar of ouder","Waarde",2020,"Hendrik-Ido-Ambacht","Gemeente  ","       .",5.6
"130","18 jaar of ouder","Waarde",2020,"Hengelo","Gemeente  ","       .",7
"131","18 jaar of ouder","Waarde",2020,"'s-Hertogenbosch","Gemeente  ","       .",7.5
"132","18 jaar of ouder","Waarde",2020,"Heumen","Gemeente  ","       .",5.2
"133","18 jaar of ouder","Waarde",2020,"Heusden","Gemeente  ","       .",6
"134","18 jaar of ouder","Waarde",2020,"Hillegom","Gemeente  ","       .",5.7
"135","18 jaar of ouder","Waarde",2020,"Hilvarenbeek","Gemeente  ","       .",4.5
"136","18 jaar of ouder","Waarde",2020,"Hilversum","Gemeente  ","       .",6.7
"137","18 jaar of ouder","Waarde",2020,"Hoeksche Waard","Gemeente  ","       .",4.9
"138","18 jaar of ouder","Waarde",2020,"Hof van Twente","Gemeente  ","       .",4.1
"139","18 jaar of ouder","Waarde",2020,"Het Hogeland","Gemeente  ","       .",4.6
"140","18 jaar of ouder","Waarde",2020,"Hollands Kroon","Gemeente  ","       .",4.9
"141","18 jaar of ouder","Waarde",2020,"Hoogeveen","Gemeente  ","       .",5.4
"142","18 jaar of ouder","Waarde",2020,"Hoorn","Gemeente  ","       .",6.9
"143","18 jaar of ouder","Waarde",2020,"Horst aan de Maas","Gemeente  ","       .",5.1
"144","18 jaar of ouder","Waarde",2020,"Houten","Gemeente  ","       .",5.1
"145","18 jaar of ouder","Waarde",2020,"Huizen","Gemeente  ","       .",6.1
"146","18 jaar of ouder","Waarde",2020,"Hulst","Gemeente  ","       .",6.4
"147","18 jaar of ouder","Waarde",2020,"IJsselstein","Gemeente  ","       .",5.8
"148","18 jaar of ouder","Waarde",2020,"Kaag en Braassem","Gemeente  ","       .",4.6
"149","18 jaar of ouder","Waarde",2020,"Kampen","Gemeente  ","       .",5.8
"150","18 jaar of ouder","Waarde",2020,"Kapelle","Gemeente  ","       .",5.1
"151","18 jaar of ouder","Waarde",2020,"Katwijk","Gemeente  ","       .",5.7
"152","18 jaar of ouder","Waarde",2020,"Kerkrade","Gemeente  ","       .",10.4
"153","18 jaar of ouder","Waarde",2020,"Koggenland","Gemeente  ","       .",4.1
"154","18 jaar of ouder","Waarde",2020,"Krimpen aan den IJssel","Gemeente  ","       .",6
"155","18 jaar of ouder","Waarde",2020,"Krimpenerwaard","Gemeente  ","       .",5.1
"156","18 jaar of ouder","Waarde",2020,"Laarbeek","Gemeente  ","       .",5.3
"157","18 jaar of ouder","Waarde",2020,"Land van Cuijk","Gemeente  ","       .",5.6
"158","18 jaar of ouder","Waarde",2020,"Landgraaf","Gemeente  ","       .",9.1
"159","18 jaar of ouder","Waarde",2020,"Landsmeer","Gemeente  ","       .",5.1
"160","18 jaar of ouder","Waarde",2020,"Lansingerland","Gemeente  ","       .",5
"161","18 jaar of ouder","Waarde",2020,"Laren","Gemeente  ","       .",3.9
"162","18 jaar of ouder","Waarde",2020,"Leeuwarden","Gemeente  ","       .",6.7
"163","18 jaar of ouder","Waarde",2020,"Leiden","Gemeente  ","       .",7.8
"164","18 jaar of ouder","Waarde",2020,"Leiderdorp","Gemeente  ","       .",5.6
"165","18 jaar of ouder","Waarde",2020,"Leidschendam-Voorburg","Gemeente  ","       .",6.5
"166","18 jaar of ouder","Waarde",2020,"Lelystad","Gemeente  ","       .",7.7
"167","18 jaar of ouder","Waarde",2020,"Leudal","Gemeente  ","       .",4.8
"168","18 jaar of ouder","Waarde",2020,"Leusden","Gemeente  ","       .",4.7
"169","18 jaar of ouder","Waarde",2020,"Lingewaard","Gemeente  ","       .",5.3
"170","18 jaar of ouder","Waarde",2020,"Lisse","Gemeente  ","       .",5.4
"171","18 jaar of ouder","Waarde",2020,"Lochem","Gemeente  ","       .",4.7
"172","18 jaar of ouder","Waarde",2020,"Loon op Zand","Gemeente  ","       .",6
"173","18 jaar of ouder","Waarde",2020,"Lopik","Gemeente  ","       .",4.6
"174","18 jaar of ouder","Waarde",2020,"Losser","Gemeente  ","       .",4.9
"175","18 jaar of ouder","Waarde",2020,"Maasdriel","Gemeente  ","       .",5.2
"176","18 jaar of ouder","Waarde",2020,"Maasgouw","Gemeente  ","       .",5.1
"177","18 jaar of ouder","Waarde",2020,"Maashorst","Gemeente  ","       .",6.4
"178","18 jaar of ouder","Waarde",2020,"Maassluis","Gemeente  ","       .",7.7
"179","18 jaar of ouder","Waarde",2020,"Maastricht","Gemeente  ","       .",9.8
"180","18 jaar of ouder","Waarde",2020,"Medemblik","Gemeente  ","       .",4.8
"181","18 jaar of ouder","Waarde",2020,"Meerssen","Gemeente  ","       .",6
"182","18 jaar of ouder","Waarde",2020,"Meierijstad","Gemeente  ","       .",5.9
"183","18 jaar of ouder","Waarde",2020,"Meppel","Gemeente  ","       .",5.6
"184","18 jaar of ouder","Waarde",2020,"Middelburg","Gemeente  ","       .",6.1
"185","18 jaar of ouder","Waarde",2020,"Midden-Delfland","Gemeente  ","       .",4.5
"186","18 jaar of ouder","Waarde",2020,"Midden-Drenthe","Gemeente  ","       .",4.1
"187","18 jaar of ouder","Waarde",2020,"Midden-Groningen","Gemeente  ","       .",6
"188","18 jaar of ouder","Waarde",2020,"Moerdijk","Gemeente  ","       .",5.6
"189","18 jaar of ouder","Waarde",2020,"Molenlanden","Gemeente  ","       .",4.5
"190","18 jaar of ouder","Waarde",2020,"Montferland","Gemeente  ","       .",5.9
"191","18 jaar of ouder","Waarde",2020,"Montfoort","Gemeente  ","       .",4.3
"192","18 jaar of ouder","Waarde",2020,"Mook en Middelaar","Gemeente  ","       .",4.4
"193","18 jaar of ouder","Waarde",2020,"Neder-Betuwe","Gemeente  ","       .",5.5
"194","18 jaar of ouder","Waarde",2020,"Nederweert","Gemeente  ","       .",5
"195","18 jaar of ouder","Waarde",2020,"Nieuwegein","Gemeente  ","       .",6.6
"196","18 jaar of ouder","Waarde",2020,"Nieuwkoop","Gemeente  ","       .",4.4
"197","18 jaar of ouder","Waarde",2020,"Nijkerk","Gemeente  ","       .",5.2
"198","18 jaar of ouder","Waarde",2020,"Nijmegen","Gemeente  ","       .",9
"199","18 jaar of ouder","Waarde",2020,"Nissewaard","Gemeente  ","       .",7.2
"200","18 jaar of ouder","Waarde",2020,"Noardeast-Fryslân","Gemeente  ","       .",4.9
"201","18 jaar of ouder","Waarde",2020,"Noord-Beveland","Gemeente  ","       .",5.4
"202","18 jaar of ouder","Waarde",2020,"Noordenveld","Gemeente  ","       .",4.1
"203","18 jaar of ouder","Waarde",2020,"Noordoostpolder","Gemeente  ","       .",5.3
"204","18 jaar of ouder","Waarde",2020,"Noordwijk","Gemeente  ","       .",5.3
"205","18 jaar of ouder","Waarde",2020,"Nuenen, Gerwen en Nederwetten","Gemeente  ","       .",4.9
"206","18 jaar of ouder","Waarde",2020,"Nunspeet","Gemeente  ","       .",4.9
"207","18 jaar of ouder","Waarde",2020,"Oegstgeest","Gemeente  ","       .",4.8
"208","18 jaar of ouder","Waarde",2020,"Oirschot","Gemeente  ","       .",4.6
"209","18 jaar of ouder","Waarde",2020,"Oisterwijk","Gemeente  ","       .",5.2
"210","18 jaar of ouder","Waarde",2020,"Oldambt","Gemeente  ","       .",6.7
"211","18 jaar of ouder","Waarde",2020,"Oldebroek","Gemeente  ","       .",4.9
"212","18 jaar of ouder","Waarde",2020,"Oldenzaal","Gemeente  ","       .",5.3
"213","18 jaar of ouder","Waarde",2020,"Olst-Wijhe","Gemeente  ","       .",4.5
"214","18 jaar of ouder","Waarde",2020,"Ommen","Gemeente  ","       .",4.1
"215","18 jaar of ouder","Waarde",2020,"Oost Gelre","Gemeente  ","       .",4.6
"216","18 jaar of ouder","Waarde",2020,"Oosterhout","Gemeente  ","       .",7
"217","18 jaar of ouder","Waarde",2020,"Ooststellingwerf","Gemeente  ","       .",4.6
"218","18 jaar of ouder","Waarde",2020,"Oostzaan","Gemeente  ","       .",4.8
"219","18 jaar of ouder","Waarde",2020,"Opmeer","Gemeente  ","       .",4.5
"220","18 jaar of ouder","Waarde",2020,"Opsterland","Gemeente  ","       .",4.2
"221","18 jaar of ouder","Waarde",2020,"Oss","Gemeente  ","       .",7.4
"222","18 jaar of ouder","Waarde",2020,"Oude IJsselstreek","Gemeente  ","       .",6
"223","18 jaar of ouder","Waarde",2020,"Ouder-Amstel","Gemeente  ","       .",5.4
"224","18 jaar of ouder","Waarde",2020,"Oudewater","Gemeente  ","       .",4.5
"225","18 jaar of ouder","Waarde",2020,"Overbetuwe","Gemeente  ","       .",5.3
"226","18 jaar of ouder","Waarde",2020,"Papendrecht","Gemeente  ","       .",6.1
"227","18 jaar of ouder","Waarde",2020,"Peel en Maas","Gemeente  ","       .",5
"228","18 jaar of ouder","Waarde",2020,"Pekela","Gemeente  ","       .",7.4
"229","18 jaar of ouder","Waarde",2020,"Pijnacker-Nootdorp","Gemeente  ","       .",5.2
"230","18 jaar of ouder","Waarde",2020,"Purmerend","Gemeente  ","       .",6.7
"231","18 jaar of ouder","Waarde",2020,"Putten","Gemeente  ","       .",4.9
"232","18 jaar of ouder","Waarde",2020,"Raalte","Gemeente  ","       .",4
"233","18 jaar of ouder","Waarde",2020,"Reimerswaal","Gemeente  ","       .",5.8
"234","18 jaar of ouder","Waarde",2020,"Renkum","Gemeente  ","       .",5.5
"235","18 jaar of ouder","Waarde",2020,"Renswoude","Gemeente  ","       .",4.4
"236","18 jaar of ouder","Waarde",2020,"Reusel-De Mierden","Gemeente  ","       .",4.6
"237","18 jaar of ouder","Waarde",2020,"Rheden","Gemeente  ","       .",7.2
"238","18 jaar of ouder","Waarde",2020,"Rhenen","Gemeente  ","       .",5.3
"239","18 jaar of ouder","Waarde",2020,"Ridderkerk","Gemeente  ","       .",6.5
"240","18 jaar of ouder","Waarde",2020,"Rijssen-Holten","Gemeente  ","       .",4.7
"241","18 jaar of ouder","Waarde",2020,"Rijswijk","Gemeente  ","       .",7.6
"242","18 jaar of ouder","Waarde",2020,"Roerdalen","Gemeente  ","       .",5.4
"243","18 jaar of ouder","Waarde",2020,"Roermond","Gemeente  ","       .",8.7
"244","18 jaar of ouder","Waarde",2020,"De Ronde Venen","Gemeente  ","       .",4.8
"245","18 jaar of ouder","Waarde",2020,"Roosendaal","Gemeente  ","       .",8.1
"246","18 jaar of ouder","Waarde",2020,"Rotterdam","Gemeente  ","       .",10.1
"247","18 jaar of ouder","Waarde",2020,"Rozendaal","Gemeente  ","       .",2.9
"248","18 jaar of ouder","Waarde",2020,"Rucphen","Gemeente  ","       .",6.3
"249","18 jaar of ouder","Waarde",2020,"Schagen","Gemeente  ","       .",4.6
"250","18 jaar of ouder","Waarde",2020,"Scherpenzeel","Gemeente  ","       .",5.1
"251","18 jaar of ouder","Waarde",2020,"Schiedam","Gemeente  ","       .",8.9
"252","18 jaar of ouder","Waarde",2020,"Schiermonnikoog","Gemeente  ","       .",8.4
"253","18 jaar of ouder","Waarde",2020,"Schouwen-Duiveland","Gemeente  ","       .",5
"254","18 jaar of ouder","Waarde",2020,"Simpelveld","Gemeente  ","       .",7.3
"255","18 jaar of ouder","Waarde",2020,"Sint-Michielsgestel","Gemeente  ","       .",4.7
"256","18 jaar of ouder","Waarde",2020,"Sittard-Geleen","Gemeente  ","       .",8.9
"257","18 jaar of ouder","Waarde",2020,"Sliedrecht","Gemeente  ","       .",6.5
"258","18 jaar of ouder","Waarde",2020,"Sluis","Gemeente  ","       .",5.3
"259","18 jaar of ouder","Waarde",2020,"Smallingerland","Gemeente  ","       .",5.7
"260","18 jaar of ouder","Waarde",2020,"Soest","Gemeente  ","       .",5.7
"261","18 jaar of ouder","Waarde",2020,"Someren","Gemeente  ","       .",5.4
"262","18 jaar of ouder","Waarde",2020,"Son en Breugel","Gemeente  ","       .",5
"263","18 jaar of ouder","Waarde",2020,"Stadskanaal","Gemeente  ","       .",5.8
"264","18 jaar of ouder","Waarde",2020,"Staphorst","Gemeente  ","       .",3.7
"265","18 jaar of ouder","Waarde",2020,"Stede Broec","Gemeente  ","       .",5.5
"266","18 jaar of ouder","Waarde",2020,"Steenbergen","Gemeente  ","       .",5.7
"267","18 jaar of ouder","Waarde",2020,"Steenwijkerland","Gemeente  ","       .",4.8
"268","18 jaar of ouder","Waarde",2020,"Stein","Gemeente  ","       .",6.7
"269","18 jaar of ouder","Waarde",2020,"Stichtse Vecht","Gemeente  ","       .",5.1
"270","18 jaar of ouder","Waarde",2020,"Súdwest-Fryslân","Gemeente  ","       .",4.8
"271","18 jaar of ouder","Waarde",2020,"Terneuzen","Gemeente  ","       .",7.3
"272","18 jaar of ouder","Waarde",2020,"Terschelling","Gemeente  ","       .",4.5
"273","18 jaar of ouder","Waarde",2020,"Texel","Gemeente  ","       .",4.4
"274","18 jaar of ouder","Waarde",2020,"Teylingen","Gemeente  ","       .",5.1
"275","18 jaar of ouder","Waarde",2020,"Tholen","Gemeente  ","       .",5.9
"276","18 jaar of ouder","Waarde",2020,"Tiel","Gemeente  ","       .",8.2
"277","18 jaar of ouder","Waarde",2020,"Tilburg","Gemeente  ","       .",8.8
"278","18 jaar of ouder","Waarde",2020,"Tubbergen","Gemeente  ","       .",3.5
"279","18 jaar of ouder","Waarde",2020,"Twenterand","Gemeente  ","       .",4.9
"280","18 jaar of ouder","Waarde",2020,"Tynaarlo","Gemeente  ","       .",3.4
"281","18 jaar of ouder","Waarde",2020,"Tytsjerksteradiel","Gemeente  ","       .",4.1
"282","18 jaar of ouder","Waarde",2020,"Uitgeest","Gemeente  ","       .",4.6
"283","18 jaar of ouder","Waarde",2020,"Uithoorn","Gemeente  ","       .",5.9
"284","18 jaar of ouder","Waarde",2020,"Urk","Gemeente  ","       .",4.7
"285","18 jaar of ouder","Waarde",2020,"Utrecht","Gemeente  ","       .",7.9
"286","18 jaar of ouder","Waarde",2020,"Utrechtse Heuvelrug","Gemeente  ","       .",4.9
"287","18 jaar of ouder","Waarde",2020,"Vaals","Gemeente  ","       .",10.3
"288","18 jaar of ouder","Waarde",2020,"Valkenburg aan de Geul","Gemeente  ","       .",6.8
"289","18 jaar of ouder","Waarde",2020,"Valkenswaard","Gemeente  ","       .",6.4
"290","18 jaar of ouder","Waarde",2020,"Veendam","Gemeente  ","       .",6.7
"291","18 jaar of ouder","Waarde",2020,"Veenendaal","Gemeente  ","       .",6.8
"292","18 jaar of ouder","Waarde",2020,"Veere","Gemeente  ","       .",2.9
"293","18 jaar of ouder","Waarde",2020,"Veldhoven","Gemeente  ","       .",6
"294","18 jaar of ouder","Waarde",2020,"Velsen","Gemeente  ","       .",6.3
"295","18 jaar of ouder","Waarde",2020,"Venlo","Gemeente  ","       .",8.1
"296","18 jaar of ouder","Waarde",2020,"Venray","Gemeente  ","       .",6.8
"297","18 jaar of ouder","Waarde",2020,"Vijfheerenlanden","Gemeente  ","       .",6
"298","18 jaar of ouder","Waarde",2020,"Vlaardingen","Gemeente  ","       .",8.5
"299","18 jaar of ouder","Waarde",2020,"Vlieland","Gemeente  ","       .",6.3
"300","18 jaar of ouder","Waarde",2020,"Vlissingen","Gemeente  ","       .",6.5
"301","18 jaar of ouder","Waarde",2020,"Voerendaal","Gemeente  ","       .",6.4
"302","18 jaar of ouder","Waarde",2020,"Voorschoten","Gemeente  ","       .",5.1
"303","18 jaar of ouder","Waarde",2020,"Voorst","Gemeente  ","       .",4.6
"304","18 jaar of ouder","Waarde",2020,"Vught","Gemeente  ","       .",5.3
"305","18 jaar of ouder","Waarde",2020,"Waadhoeke","Gemeente  ","       .",4.5
"306","18 jaar of ouder","Waarde",2020,"Waalre","Gemeente  ","       .",4.8
"307","18 jaar of ouder","Waarde",2020,"Waalwijk","Gemeente  ","       .",7
"308","18 jaar of ouder","Waarde",2020,"Waddinxveen","Gemeente  ","       .",5.8
"309","18 jaar of ouder","Waarde",2020,"Wageningen","Gemeente  ","       .",7.9
"310","18 jaar of ouder","Waarde",2020,"Wassenaar","Gemeente  ","       .",5.2
"311","18 jaar of ouder","Waarde",2020,"Waterland","Gemeente  ","       .",4.2
"312","18 jaar of ouder","Waarde",2020,"Weert","Gemeente  ","       .",6.9
"313","18 jaar of ouder","Waarde",2020,"Weesp","Gemeente  ","       .",6.4
"314","18 jaar of ouder","Waarde",2020,"West Betuwe","Gemeente  ","       .",4.9
"315","18 jaar of ouder","Waarde",2020,"West Maas en Waal","Gemeente  ","       .",5
