"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal."
"295","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Drimmelen",3500
"296","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Drimmelen",3500
"297","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Dronten",6400
"298","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Dronten",6400
"299","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dronten",6500
"300","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Dronten",6800
"301","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Druten",2700
"302","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Druten",2600
"303","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Druten",2700
"304","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Druten",2600
"305","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Duiven",3600
"306","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Duiven",3500
"307","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Duiven",3400
"308","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Duiven",3400
"309","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Echt-Susteren",3600
"310","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Echt-Susteren",3700
"311","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Echt-Susteren",3700
"312","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Echt-Susteren",3600
"313","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Edam-Volendam",5400
"314","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Edam-Volendam",5400
"315","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Edam-Volendam",5500
"316","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Edam-Volendam",5400
"317","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ede",18600
"318","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ede",18600
"319","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ede",18800
"320","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ede",19200
"321","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eemnes",1300
"322","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemnes",1300
"323","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemnes",1300
"324","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eemnes",1300
"325","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eemsdelta",5700
"326","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eemsdelta",5700
"327","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemsdelta",5800
"328","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eemsdelta",5700
"329","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eersel",2600
"330","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eersel",2600
"331","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eersel",2600
"332","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eersel",2500
"333","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eijsden-Margraten",3100
"334","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eijsden-Margraten",3000
"335","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eijsden-Margraten",2900
"336","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eijsden-Margraten",2800
"337","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Eindhoven",41400
"338","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Eindhoven",42500
"339","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eindhoven",43200
"340","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Eindhoven",44600
"341","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Elburg",3400
"342","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Elburg",3400
"343","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Elburg",3500
"344","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Elburg",3500
"345","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Emmen",14300
"346","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Emmen",14500
"347","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Emmen",14800
"348","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Emmen",14900
"349","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Enkhuizen",2400
"350","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enkhuizen",2400
"351","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Enkhuizen",2400
"352","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Enkhuizen",2500
"353","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Enschede",30800
"354","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Enschede",31300
"355","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Enschede",31700
"356","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Enschede",31900
"357","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Epe",4200
"358","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Epe",4200
"359","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Epe",4200
"360","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Epe",4000
"361","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ermelo",3800
"362","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ermelo",3900
"363","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ermelo",3900
"364","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ermelo",3900
"365","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Etten-Leur",5600
"366","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Etten-Leur",5600
"367","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Etten-Leur",5800
"368","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Etten-Leur",5900
"369","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","De Fryske Marren",6800
"370","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Fryske Marren",6800
"371","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","De Fryske Marren",6900
"372","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","De Fryske Marren",6700
"373","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Geertruidenberg",2800
"374","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geertruidenberg",2800
"375","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Geertruidenberg",2900
"376","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Geertruidenberg",2900
"377","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Geldrop-Mierlo",5300
"378","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Geldrop-Mierlo",5100
"379","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Geldrop-Mierlo",5300
"380","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Geldrop-Mierlo",5300
"381","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gemert-Bakel",4100
"382","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gemert-Bakel",4000
"383","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gemert-Bakel",4100
"384","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gemert-Bakel",4000
"385","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gennep",2100
"386","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gennep",2100
"387","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gennep",2300
"388","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gennep",2300
"389","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gilze en Rijen",3600
"390","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gilze en Rijen",3600
"391","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gilze en Rijen",3600
"392","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gilze en Rijen",3700
"393","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Goeree-Overflakkee",6800
"394","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goeree-Overflakkee",6800
"395","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goeree-Overflakkee",6900
"396","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Goeree-Overflakkee",6800
"397","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Goes",5100
"398","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goes",5100
"399","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goes",5200
"400","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Goes",5000
"401","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Goirle",2700
"402","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Goirle",2700
"403","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Goirle",2800
"404","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Goirle",2900
"405","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gooise Meren",7100
"406","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gooise Meren",7100
"407","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gooise Meren",7300
"408","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gooise Meren",7100
"409","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gorinchem",5400
"410","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gorinchem",5400
"411","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gorinchem",5600
"412","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gorinchem",5500
"413","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gouda",10600
"414","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gouda",10700
"415","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gouda",10900
"416","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gouda",10700
"417","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","'s-Gravenhage (gemeente)",85000
"418","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","'s-Gravenhage (gemeente)",86400
"419","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","'s-Gravenhage (gemeente)",89000
"420","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","'s-Gravenhage (gemeente)",89800
"421","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Groningen (gemeente)",61400
"422","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Groningen (gemeente)",62300
"423","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Groningen (gemeente)",63200
"424","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Groningen (gemeente)",67300
"425","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Gulpen-Wittem",1500
"426","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Gulpen-Wittem",1500
"427","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Gulpen-Wittem",1500
"428","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Gulpen-Wittem",1400
"429","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Haaksbergen",3200
"430","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haaksbergen",3200
"431","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haaksbergen",3300
"432","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Haaksbergen",3200
"433","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Haarlem",20700
"434","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlem",20500
"435","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haarlem",21000
"436","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Haarlem",21300
"437","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Haarlemmermeer",22800
"438","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Haarlemmermeer",22900
"439","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Haarlemmermeer",23600
"440","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Haarlemmermeer",24000
"441","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Halderberge",3800
"442","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Halderberge",3800
"443","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Halderberge",3900
"444","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Halderberge",3900
"445","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hardenberg",9300
"446","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardenberg",9300
"447","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hardenberg",9400
"448","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hardenberg",9400
"449","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Harderwijk",6800
"450","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harderwijk",6800
"451","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Harderwijk",6900
"452","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Harderwijk",6900
"453","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hardinxveld-Giessendam",2800
"454","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hardinxveld-Giessendam",2900
"455","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hardinxveld-Giessendam",2900
"456","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hardinxveld-Giessendam",2900
"457","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Harlingen",2100
"458","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Harlingen",2000
"459","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Harlingen",2100
"460","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Harlingen",2100
"461","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hattem",1600
"462","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hattem",1600
"463","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hattem",1700
"464","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hattem",1600
"465","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heemskerk",5300
"466","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemskerk",5200
"467","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heemskerk",5200
"468","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heemskerk",5100
"469","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heemstede",2900
"470","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heemstede",2800
"471","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heemstede",2900
"472","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heemstede",2900
"473","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heerde",2400
"474","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerde",2400
"475","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerde",2400
"476","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heerde",2400
"477","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heerenveen",6900
"478","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerenveen",6900
"479","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerenveen",7100
"480","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heerenveen",7000
"481","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heerlen",10900
"482","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heerlen",10800
"483","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heerlen",10900
"484","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heerlen",11000
"485","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heeze-Leende",2000
"486","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heeze-Leende",2000
"487","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heeze-Leende",2100
"488","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heeze-Leende",2000
"489","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heiloo",3100
"490","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heiloo",3100
"491","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heiloo",3100
"492","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heiloo",3000
"493","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Den Helder",7200
"494","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Den Helder",7300
"495","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Den Helder",7200
"496","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Den Helder",7200
"497","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hellendoorn",5000
"498","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hellendoorn",5000
"499","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hellendoorn",5200
"500","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hellendoorn",5100
"501","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Helmond",13400
"502","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Helmond",13600
"503","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Helmond",13900
"504","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Helmond",14000
"505","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hendrik-Ido-Ambacht",4200
"506","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hendrik-Ido-Ambacht",4200
"507","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hendrik-Ido-Ambacht",4300
"508","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hendrik-Ido-Ambacht",4400
"509","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hengelo (O.)",12100
"510","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hengelo (O.)",12200
"511","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hengelo (O.)",12500
"512","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hengelo (O.)",12700
"513","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","'s-Hertogenbosch",22500
"514","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","'s-Hertogenbosch",22700
"515","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","'s-Hertogenbosch",23100
"516","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","'s-Hertogenbosch",23300
"517","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heumen",2200
"518","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heumen",2100
"519","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heumen",2100
"520","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heumen",2100
"521","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Heusden",6100
"522","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Heusden",6000
"523","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Heusden",6000
"524","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Heusden",5900
"525","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hillegom",2800
"526","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hillegom",2800
"527","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hillegom",2900
"528","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hillegom",2900
"529","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hilvarenbeek",2100
"530","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilvarenbeek",2000
"531","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hilvarenbeek",2000
"532","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hilvarenbeek",2000
"533","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hilversum",11900
"534","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hilversum",11900
"535","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hilversum",12400
"536","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hilversum",12400
"537","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hoeksche Waard",11500
"538","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoeksche Waard",11500
"539","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoeksche Waard",11700
"540","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hoeksche Waard",11700
"541","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hof van Twente",4800
"542","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hof van Twente",4800
"543","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hof van Twente",4900
"544","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hof van Twente",4800
"545","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Het Hogeland",6200
"546","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Het Hogeland",6100
"547","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Het Hogeland",6100
"548","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Het Hogeland",6100
"549","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hollands Kroon",7000
"550","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hollands Kroon",6900
"551","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hollands Kroon",7000
"552","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hollands Kroon",6900
"553","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hoogeveen",7700
"554","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoogeveen",7800
"555","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoogeveen",8000
"556","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hoogeveen",8200
"557","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hoorn",10300
"558","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoorn",10400
"559","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoorn",10500
"560","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hoorn",10500
"561","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Horst aan de Maas",6000
"562","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Horst aan de Maas",5900
"563","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Horst aan de Maas",6000
"564","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Horst aan de Maas",6000
"565","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Houten",7000
"566","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Houten",7100
"567","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Houten",7100
"568","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Houten",7200
"569","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Huizen",5200
"570","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Huizen",5100
"571","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Huizen",5100
"572","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Huizen",5000
"573","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hulst",3100
"574","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hulst",3100
"575","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hulst",3100
"576","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hulst",3000
"577","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","IJsselstein",5100
"578","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","IJsselstein",5000
"579","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","IJsselstein",5000
"580","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","IJsselstein",5000
"581","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kaag en Braassem",3700
"582","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kaag en Braassem",3700
"583","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kaag en Braassem",3700
"584","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kaag en Braassem",3700
"585","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kampen",8500
