"","Periode","Gemeente","Aantal_werklozen_15_27","Leeftijd","Regio_type","Psychische_klachten","Hoog_risico_angst_depressie"
"331","2020","Zaltbommel",4600,"18 jaar of ouder","Gemeente  ",NA,5.7
"332","2020","Zandvoort",1800,"18 jaar of ouder","Gemeente  ",NA,6.5
"333","2020","Zeewolde",3600,"18 jaar of ouder","Gemeente  ",NA,5.6
"334","2020","Zeist",9100,"18 jaar of ouder","Gemeente  ",NA,6.1
"335","2020","Zevenaar",5600,"18 jaar of ouder","Gemeente  ",NA,6.5
"336","2020","Zoetermeer",17100,"18 jaar of ouder","Gemeente  ",NA,7.1
"337","2020","Zoeterwoude",1200,"18 jaar of ouder","Gemeente  ",NA,4.3
"338","2020","Zuidplas",6100,"18 jaar of ouder","Gemeente  ",NA,5.5
"339","2020","Zundert",2900,"18 jaar of ouder","Gemeente  ",NA,5.2
"340","2020","Zutphen",6600,"18 jaar of ouder","Gemeente  ",NA,8
"341","2020","Zwartewaterland",3700,"18 jaar of ouder","Gemeente  ",NA,4.2
"342","2020","Zwijndrecht",5900,"18 jaar of ouder","Gemeente  ",NA,7
"343","2020","Zwolle",20600,"18 jaar of ouder","Gemeente  ",NA,6.3
"344","2021","Nederland",2596900,NA,NA,NA,NA
"345","2021","Aa en Hunze",2900,NA,NA,NA,NA
"346","2021","Aalsmeer",4600,NA,NA,NA,NA
"347","2021","Aalten",3600,NA,NA,NA,NA
"348","2021","Achtkarspelen",4000,NA,NA,NA,NA
"349","2021","Alblasserdam",2900,NA,NA,NA,NA
"350","2021","Albrandswaard",3400,NA,NA,NA,NA
"351","2021","Alkmaar",14600,NA,NA,NA,NA
"352","2021","Almelo",10700,NA,NA,NA,NA
"353","2021","Almere",32200,NA,NA,NA,NA
"354","2021","Alphen aan den Rijn",15500,NA,NA,NA,NA
"355","2021","Alphen-Chaam",1300,NA,NA,NA,NA
"356","2021","Altena",8100,NA,NA,NA,NA
"357","2021","Ameland",500,NA,NA,NA,NA
"358","2021","Amersfoort",22900,NA,NA,NA,NA
"359","2021","Amstelveen",13000,NA,NA,NA,NA
"360","2021","Amsterdam",152900,NA,NA,NA,NA
"361","2021","Apeldoorn",22800,NA,NA,NA,NA
"362","2021","Arnhem",27300,NA,NA,NA,NA
"363","2021","Assen",9800,NA,NA,NA,NA
"364","2021","Asten",2500,NA,NA,NA,NA
"365","2021","Baarle-Nassau",800,NA,NA,NA,NA
"366","2021","Baarn",2800,NA,NA,NA,NA
"367","2021","Barendrecht",7100,NA,NA,NA,NA
"368","2021","Barneveld",9600,NA,NA,NA,NA
"369","2021","Beek (L.)",1900,NA,NA,NA,NA
"370","2021","Beekdaelen",4100,NA,NA,NA,NA
"371","2021","Beesel",1700,NA,NA,NA,NA
"372","2021","Berg en Dal",4400,NA,NA,NA,NA
"373","2021","Bergeijk",2500,NA,NA,NA,NA
"374","2021","Bergen (L.)",1700,NA,NA,NA,NA
"375","2021","Bergen (NH.)",3500,NA,NA,NA,NA
"376","2021","Bergen op Zoom",8900,NA,NA,NA,NA
"377","2021","Berkelland",5800,NA,NA,NA,NA
"378","2021","Bernheze",4600,NA,NA,NA,NA
"379","2021","Best",4400,NA,NA,NA,NA
"380","2021","Beuningen",3400,NA,NA,NA,NA
"381","2021","Beverwijk",5700,NA,NA,NA,NA
"382","2021","De Bilt",5200,NA,NA,NA,NA
"383","2021","Bladel",2900,NA,NA,NA,NA
"384","2021","Blaricum",1300,NA,NA,NA,NA
"385","2021","Bloemendaal",2700,NA,NA,NA,NA
"386","2021","Bodegraven-Reeuwijk",4900,NA,NA,NA,NA
"387","2021","Boekel",1600,NA,NA,NA,NA
"388","2021","Borger-Odoorn",3100,NA,NA,NA,NA
"389","2021","Borne",3000,NA,NA,NA,NA
"390","2021","Borsele",3100,NA,NA,NA,NA
"391","2021","Boxtel",4500,NA,NA,NA,NA
"392","2021","Breda",30700,NA,NA,NA,NA
"393","2021","Bronckhorst",4800,NA,NA,NA,NA
"394","2021","Brummen",2600,NA,NA,NA,NA
"395","2021","Brunssum",3200,NA,NA,NA,NA
"396","2021","Bunnik",1800,NA,NA,NA,NA
"397","2021","Bunschoten",3400,NA,NA,NA,NA
"398","2021","Buren",3600,NA,NA,NA,NA
"399","2021","Capelle aan den IJssel",9100,NA,NA,NA,NA
"400","2021","Castricum",4700,NA,NA,NA,NA
"401","2021","Coevorden",4600,NA,NA,NA,NA
"402","2021","Cranendonck",2700,NA,NA,NA,NA
"403","2021","Culemborg",3900,NA,NA,NA,NA
"404","2021","Dalfsen",4100,NA,NA,NA,NA
"405","2021","Dantumadiel",2600,NA,NA,NA,NA
"406","2021","Delft",26200,NA,NA,NA,NA
"407","2021","Deurne",4400,NA,NA,NA,NA
"408","2021","Deventer",15100,NA,NA,NA,NA
"409","2021","Diemen",6200,NA,NA,NA,NA
"410","2021","Dijk en Waard",12400,NA,NA,NA,NA
"411","2021","Dinkelland",4100,NA,NA,NA,NA
"412","2021","Doesburg",1400,NA,NA,NA,NA
"413","2021","Doetinchem",8300,NA,NA,NA,NA
"414","2021","Dongen",3500,NA,NA,NA,NA
"415","2021","Dordrecht",16900,NA,NA,NA,NA
"416","2021","Drechterland",2700,NA,NA,NA,NA
"417","2021","Drimmelen",3500,NA,NA,NA,NA
"418","2021","Dronten",6400,NA,NA,NA,NA
"419","2021","Druten",2600,NA,NA,NA,NA
"420","2021","Duiven",3500,NA,NA,NA,NA
"421","2021","Echt-Susteren",3700,NA,NA,NA,NA
"422","2021","Edam-Volendam",5400,NA,NA,NA,NA
"423","2021","Ede",18600,NA,NA,NA,NA
"424","2021","Eemnes",1300,NA,NA,NA,NA
"425","2021","Eemsdelta",5700,NA,NA,NA,NA
"426","2021","Eersel",2600,NA,NA,NA,NA
"427","2021","Eijsden-Margraten",3000,NA,NA,NA,NA
"428","2021","Eindhoven",42500,NA,NA,NA,NA
"429","2021","Elburg",3400,NA,NA,NA,NA
"430","2021","Emmen",14500,NA,NA,NA,NA
"431","2021","Enkhuizen",2400,NA,NA,NA,NA
"432","2021","Enschede",31300,NA,NA,NA,NA
"433","2021","Epe",4200,NA,NA,NA,NA
"434","2021","Ermelo",3900,NA,NA,NA,NA
"435","2021","Etten-Leur",5600,NA,NA,NA,NA
"436","2021","De Fryske Marren",6800,NA,NA,NA,NA
"437","2021","Geertruidenberg",2800,NA,NA,NA,NA
"438","2021","Geldrop-Mierlo",5100,NA,NA,NA,NA
"439","2021","Gemert-Bakel",4000,NA,NA,NA,NA
"440","2021","Gennep",2100,NA,NA,NA,NA
"441","2021","Gilze en Rijen",3600,NA,NA,NA,NA
"442","2021","Goeree-Overflakkee",6800,NA,NA,NA,NA
"443","2021","Goes",5100,NA,NA,NA,NA
"444","2021","Goirle",2700,NA,NA,NA,NA
"445","2021","Gooise Meren",7100,NA,NA,NA,NA
"446","2021","Gorinchem",5400,NA,NA,NA,NA
"447","2021","Gouda",10700,NA,NA,NA,NA
"448","2021","'s-Gravenhage (gemeente)",86400,NA,NA,NA,NA
"449","2021","Groningen (gemeente)",62300,NA,NA,NA,NA
"450","2021","Gulpen-Wittem",1500,NA,NA,NA,NA
"451","2021","Haaksbergen",3200,NA,NA,NA,NA
"452","2021","Haarlem",20500,NA,NA,NA,NA
"453","2021","Haarlemmermeer",22900,NA,NA,NA,NA
"454","2021","Halderberge",3800,NA,NA,NA,NA
"455","2021","Hardenberg",9300,NA,NA,NA,NA
"456","2021","Harderwijk",6800,NA,NA,NA,NA
"457","2021","Hardinxveld-Giessendam",2900,NA,NA,NA,NA
"458","2021","Harlingen",2000,NA,NA,NA,NA
"459","2021","Hattem",1600,NA,NA,NA,NA
"460","2021","Heemskerk",5200,NA,NA,NA,NA
"461","2021","Heemstede",2800,NA,NA,NA,NA
"462","2021","Heerde",2400,NA,NA,NA,NA
"463","2021","Heerenveen",6900,NA,NA,NA,NA
"464","2021","Heerlen",10800,NA,NA,NA,NA
"465","2021","Heeze-Leende",2000,NA,NA,NA,NA
"466","2021","Heiloo",3100,NA,NA,NA,NA
"467","2021","Den Helder",7300,NA,NA,NA,NA
"468","2021","Hellendoorn",5000,NA,NA,NA,NA
"469","2021","Helmond",13600,NA,NA,NA,NA
"470","2021","Hendrik-Ido-Ambacht",4200,NA,NA,NA,NA
"471","2021","Hengelo (O.)",12200,NA,NA,NA,NA
"472","2021","'s-Hertogenbosch",22700,NA,NA,NA,NA
"473","2021","Heumen",2100,NA,NA,NA,NA
"474","2021","Heusden",6000,NA,NA,NA,NA
"475","2021","Hillegom",2800,NA,NA,NA,NA
"476","2021","Hilvarenbeek",2000,NA,NA,NA,NA
"477","2021","Hilversum",11900,NA,NA,NA,NA
"478","2021","Hoeksche Waard",11500,NA,NA,NA,NA
"479","2021","Hof van Twente",4800,NA,NA,NA,NA
"480","2021","Het Hogeland",6100,NA,NA,NA,NA
"481","2021","Hollands Kroon",6900,NA,NA,NA,NA
"482","2021","Hoogeveen",7800,NA,NA,NA,NA
"483","2021","Hoorn",10400,NA,NA,NA,NA
"484","2021","Horst aan de Maas",5900,NA,NA,NA,NA
"485","2021","Houten",7100,NA,NA,NA,NA
"486","2021","Huizen",5100,NA,NA,NA,NA
"487","2021","Hulst",3100,NA,NA,NA,NA
"488","2021","IJsselstein",5000,NA,NA,NA,NA
"489","2021","Kaag en Braassem",3700,NA,NA,NA,NA
"490","2021","Kampen",8500,NA,NA,NA,NA
"491","2021","Kapelle",1800,NA,NA,NA,NA
"492","2021","Katwijk",9500,NA,NA,NA,NA
"493","2021","Kerkrade",4900,NA,NA,NA,NA
"494","2021","Koggenland",3300,NA,NA,NA,NA
"495","2021","Krimpen aan den IJssel",4100,NA,NA,NA,NA
"496","2021","Krimpenerwaard",8300,NA,NA,NA,NA
"497","2021","Laarbeek",3000,NA,NA,NA,NA
"498","2021","Land van Cuijk",12600,NA,NA,NA,NA
"499","2021","Landgraaf",4100,NA,NA,NA,NA
"500","2021","Landsmeer",1400,NA,NA,NA,NA
"501","2021","Lansingerland",8400,NA,NA,NA,NA
"502","2021","Laren (NH.)",1200,NA,NA,NA,NA
"503","2021","Leeuwarden",22500,NA,NA,NA,NA
"504","2021","Leiden",27700,NA,NA,NA,NA
"505","2021","Leiderdorp",3500,NA,NA,NA,NA
"506","2021","Leidschendam-Voorburg",8800,NA,NA,NA,NA
"507","2021","Lelystad",11600,NA,NA,NA,NA
"508","2021","Leudal",4600,NA,NA,NA,NA
"509","2021","Leusden",3900,NA,NA,NA,NA
"510","2021","Lingewaard",6200,NA,NA,NA,NA
"511","2021","Lisse",2900,NA,NA,NA,NA
"512","2021","Lochem",4000,NA,NA,NA,NA
"513","2021","Loon op Zand",3000,NA,NA,NA,NA
"514","2021","Lopik",2400,NA,NA,NA,NA
"515","2021","Losser",3100,NA,NA,NA,NA
"516","2021","Maasdriel",3500,NA,NA,NA,NA
"517","2021","Maasgouw",2700,NA,NA,NA,NA
"518","2021","Maashorst",8000,NA,NA,NA,NA
"519","2021","Maassluis",4300,NA,NA,NA,NA
"520","2021","Maastricht",28200,NA,NA,NA,NA
"521","2021","Medemblik",6300,NA,NA,NA,NA
"522","2021","Meerssen",2100,NA,NA,NA,NA
"523","2021","Meierijstad",11300,NA,NA,NA,NA
"524","2021","Meppel",5100,NA,NA,NA,NA
"525","2021","Middelburg (Z.)",7100,NA,NA,NA,NA
"526","2021","Midden-Delfland",2700,NA,NA,NA,NA
"527","2021","Midden-Drenthe",4400,NA,NA,NA,NA
"528","2021","Midden-Groningen",7900,NA,NA,NA,NA
"529","2021","Moerdijk",4800,NA,NA,NA,NA
"530","2021","Molenlanden",7200,NA,NA,NA,NA
"531","2021","Montferland",4900,NA,NA,NA,NA
"532","2021","Montfoort",2100,NA,NA,NA,NA
"533","2021","Mook en Middelaar",1000,NA,NA,NA,NA
"534","2021","Neder-Betuwe",4000,NA,NA,NA,NA
"535","2021","Nederweert",2200,NA,NA,NA,NA
"536","2021","Nieuwegein",8700,NA,NA,NA,NA
"537","2021","Nieuwkoop",3900,NA,NA,NA,NA
"538","2021","Nijkerk",6200,NA,NA,NA,NA
"539","2021","Nijmegen",38100,NA,NA,NA,NA
"540","2021","Nissewaard",11200,NA,NA,NA,NA
"541","2021","Noardeast-Fryslân",6300,NA,NA,NA,NA
"542","2021","Noord-Beveland",800,NA,NA,NA,NA
"543","2021","Noordenveld",3400,NA,NA,NA,NA
"544","2021","Noordoostpolder",7000,NA,NA,NA,NA
"545","2021","Noordwijk",5700,NA,NA,NA,NA
"546","2021","Nuenen, Gerwen en Nederwetten",2800,NA,NA,NA,NA
"547","2021","Nunspeet",4000,NA,NA,NA,NA
"548","2021","Oegstgeest",3100,NA,NA,NA,NA
"549","2021","Oirschot",2600,NA,NA,NA,NA
"550","2021","Oisterwijk",4200,NA,NA,NA,NA
"551","2021","Oldambt",4800,NA,NA,NA,NA
"552","2021","Oldebroek",3300,NA,NA,NA,NA
"553","2021","Oldenzaal",4400,NA,NA,NA,NA
"554","2021","Olst-Wijhe",2500,NA,NA,NA,NA
"555","2021","Ommen",2400,NA,NA,NA,NA
"556","2021","Oost Gelre",4200,NA,NA,NA,NA
"557","2021","Oosterhout",7000,NA,NA,NA,NA
"558","2021","Ooststellingwerf",3100,NA,NA,NA,NA
"559","2021","Oostzaan",1300,NA,NA,NA,NA
"560","2021","Opmeer",1800,NA,NA,NA,NA
"561","2021","Opsterland",4000,NA,NA,NA,NA
"562","2021","Oss",13300,NA,NA,NA,NA
"563","2021","Oude IJsselstreek",5300,NA,NA,NA,NA
"564","2021","Ouder-Amstel",1900,NA,NA,NA,NA
"565","2021","Oudewater",1400,NA,NA,NA,NA
"566","2021","Overbetuwe",6500,NA,NA,NA,NA
"567","2021","Papendrecht",4400,NA,NA,NA,NA
"568","2021","Peel en Maas",5800,NA,NA,NA,NA
"569","2021","Pekela",1600,NA,NA,NA,NA
"570","2021","Pijnacker-Nootdorp",8400,NA,NA,NA,NA
"571","2021","Purmerend",12600,NA,NA,NA,NA
"572","2021","Putten",3500,NA,NA,NA,NA
"573","2021","Raalte",5100,NA,NA,NA,NA
"574","2021","Reimerswaal",3600,NA,NA,NA,NA
"575","2021","Renkum",3300,NA,NA,NA,NA
"576","2021","Renswoude",900,NA,NA,NA,NA
"577","2021","Reusel-De Mierden",1600,NA,NA,NA,NA
"578","2021","Rheden",5400,NA,NA,NA,NA
"579","2021","Rhenen",2800,NA,NA,NA,NA
"580","2021","Ridderkerk",5800,NA,NA,NA,NA
"581","2021","Rijssen-Holten",6000,NA,NA,NA,NA
"582","2021","Rijswijk (ZH.)",6400,NA,NA,NA,NA
"583","2021","Roerdalen",2200,NA,NA,NA,NA
"584","2021","Roermond",7600,NA,NA,NA,NA
"585","2021","De Ronde Venen",5900,NA,NA,NA,NA
"586","2021","Roosendaal",10700,NA,NA,NA,NA
"587","2021","Rotterdam",112100,NA,NA,NA,NA
"588","2021","Rozendaal",200,NA,NA,NA,NA
"589","2021","Rucphen",2700,NA,NA,NA,NA
"590","2021","Schagen",6500,NA,NA,NA,NA
"591","2021","Scherpenzeel",1600,NA,NA,NA,NA
"592","2021","Schiedam",11300,NA,NA,NA,NA
"593","2021","Schiermonnikoog",100,NA,NA,NA,NA
"594","2021","Schouwen-Duiveland",4000,NA,NA,NA,NA
"595","2021","Simpelveld",1200,NA,NA,NA,NA
"596","2021","Sint-Michielsgestel",3800,NA,NA,NA,NA
"597","2021","Sittard-Geleen",11500,NA,NA,NA,NA
"598","2021","Sliedrecht",3600,NA,NA,NA,NA
"599","2021","Sluis",2500,NA,NA,NA,NA
"600","2021","Smallingerland",7800,NA,NA,NA,NA
"601","2021","Soest",6200,NA,NA,NA,NA
"602","2021","Someren",2700,NA,NA,NA,NA
"603","2021","Son en Breugel",2200,NA,NA,NA,NA
"604","2021","Stadskanaal",4100,NA,NA,NA,NA
"605","2021","Staphorst",3000,NA,NA,NA,NA
"606","2021","Stede Broec",3100,NA,NA,NA,NA
"607","2021","Steenbergen",3200,NA,NA,NA,NA
"608","2021","Steenwijkerland",5900,NA,NA,NA,NA
"609","2021","Stein (L.)",2800,NA,NA,NA,NA
"610","2021","Stichtse Vecht",8100,NA,NA,NA,NA
"611","2021","Súdwest-Fryslân",12100,NA,NA,NA,NA
"612","2021","Terneuzen",6600,NA,NA,NA,NA
"613","2021","Terschelling",900,NA,NA,NA,NA
"614","2021","Texel",1700,NA,NA,NA,NA
"615","2021","Teylingen",5300,NA,NA,NA,NA
"616","2021","Tholen",3800,NA,NA,NA,NA
"617","2021","Tiel",6300,NA,NA,NA,NA
"618","2021","Tilburg",42100,NA,NA,NA,NA
"619","2021","Tubbergen",3500,NA,NA,NA,NA
"620","2021","Twenterand",5100,NA,NA,NA,NA
"621","2021","Tynaarlo",3600,NA,NA,NA,NA
"622","2021","Tytsjerksteradiel",4300,NA,NA,NA,NA
"623","2021","Uitgeest",2000,NA,NA,NA,NA
"624","2021","Uithoorn",4100,NA,NA,NA,NA
"625","2021","Urk",4100,NA,NA,NA,NA
"626","2021","Utrecht (gemeente)",70600,NA,NA,NA,NA
"627","2021","Utrechtse Heuvelrug",6200,NA,NA,NA,NA
"628","2021","Vaals",1400,NA,NA,NA,NA
"629","2021","Valkenburg aan de Geul",1800,NA,NA,NA,NA
"630","2021","Valkenswaard",3900,NA,NA,NA,NA
"631","2021","Veendam",3600,NA,NA,NA,NA
"632","2021","Veenendaal",10200,NA,NA,NA,NA
"633","2021","Veere",2600,NA,NA,NA,NA
"634","2021","Veldhoven",5700,NA,NA,NA,NA
"635","2021","Velsen",9300,NA,NA,NA,NA
"636","2021","Venlo",13800,NA,NA,NA,NA
"637","2021","Venray",6100,NA,NA,NA,NA
"638","2021","Vijfheerenlanden",8100,NA,NA,NA,NA
"639","2021","Vlaardingen",9800,NA,NA,NA,NA
"640","2021","Vlieland",300,NA,NA,NA,NA
"641","2021","Vlissingen",5900,NA,NA,NA,NA
"642","2021","Voerendaal",1300,NA,NA,NA,NA
"643","2021","Voorne aan Zee",9000,NA,NA,NA,NA
"644","2021","Voorschoten",3200,NA,NA,NA,NA
"645","2021","Voorst",3100,NA,NA,NA,NA
"646","2021","Vught",3600,NA,NA,NA,NA
"647","2021","Waadhoeke",6300,NA,NA,NA,NA
"648","2021","Waalre",2000,NA,NA,NA,NA
"649","2021","Waalwijk",6600,NA,NA,NA,NA
"650","2021","Waddinxveen",4100,NA,NA,NA,NA
"651","2021","Wageningen",11000,NA,NA,NA,NA
"652","2021","Wassenaar",3500,NA,NA,NA,NA
"653","2021","Waterland",2100,NA,NA,NA,NA
"654","2021","Weert",6700,NA,NA,NA,NA
"655","2021","West Betuwe",7400,NA,NA,NA,NA
"656","2021","West Maas en Waal",2500,NA,NA,NA,NA
"657","2021","Westerkwartier",8500,NA,NA,NA,NA
"658","2021","Westerveld",2200,NA,NA,NA,NA
"659","2021","Westervoort",1800,NA,NA,NA,NA
"660","2021","Westerwolde",3300,NA,NA,NA,NA
"661","2021","Westland",15600,NA,NA,NA,NA
"662","2021","Weststellingwerf",3300,NA,NA,NA,NA
"663","2021","Wierden",3400,NA,NA,NA,NA
"664","2021","Wijchen",5600,NA,NA,NA,NA
"665","2021","Wijdemeren",2900,NA,NA,NA,NA
"666","2021","Wijk bij Duurstede",3100,NA,NA,NA,NA
"667","2021","Winterswijk",4000,NA,NA,NA,NA
"668","2021","Woensdrecht",2700,NA,NA,NA,NA
"669","2021","Woerden",7400,NA,NA,NA,NA
"670","2021","De Wolden",3200,NA,NA,NA,NA
"671","2021","Wormerland",2300,NA,NA,NA,NA
"672","2021","Woudenberg",2000,NA,NA,NA,NA
"673","2021","Zaanstad",21600,NA,NA,NA,NA
"674","2021","Zaltbommel",4700,NA,NA,NA,NA
"675","2021","Zandvoort",1900,NA,NA,NA,NA
"676","2021","Zeewolde",3700,NA,NA,NA,NA
"677","2021","Zeist",9200,NA,NA,NA,NA
"678","2021","Zevenaar",5600,NA,NA,NA,NA
"679","2021","Zoetermeer",16800,NA,NA,NA,NA
"680","2021","Zoeterwoude",1200,NA,NA,NA,NA
"681","2021","Zuidplas",6000,NA,NA,NA,NA
"682","2021","Zundert",2900,NA,NA,NA,NA
"683","2021","Zutphen",6500,NA,NA,NA,NA
"684","2021","Zwartewaterland",3800,NA,NA,NA,NA
"685","2021","Zwijndrecht",5900,NA,NA,NA,NA
"686","2021","Zwolle",20800,NA,NA,NA,NA
"687","2022","Nederland",2640300,"18 jaar of ouder","Land      ",22.2,10.2
"688","2022","Aa en Hunze",2900,"18 jaar of ouder","Gemeente  ",16,6.4
"689","2022","Aalsmeer",4800,"18 jaar of ouder","Gemeente  ",19.3,8.2
"690","2022","Aalten",3600,"18 jaar of ouder","Gemeente  ",16.8,7.7
"691","2022","Achtkarspelen",4100,"18 jaar of ouder","Gemeente  ",17.8,7.7
"692","2022","Alblasserdam",3000,"18 jaar of ouder","Gemeente  ",21.7,9.7
"693","2022","Albrandswaard",3500,"18 jaar of ouder","Gemeente  ",19,7.9
"694","2022","Alkmaar",14800,"18 jaar of ouder","Gemeente  ",23,10.9
"695","2022","Almelo",10900,"18 jaar of ouder","Gemeente  ",23.2,12
"696","2022","Almere",32500,"18 jaar of ouder","Gemeente  ",23.6,11.5
"697","2022","Alphen aan den Rijn",15600,"18 jaar of ouder","Gemeente  ",20.8,9.3
"698","2022","Alphen-Chaam",1300,"18 jaar of ouder","Gemeente  ",16.9,6.5
"699","2022","Altena",8200,"18 jaar of ouder","Gemeente  ",18,7.6
"700","2022","Ameland",600,"18 jaar of ouder","Gemeente  ",18.3,8.4
"701","2022","Amersfoort",23500,"18 jaar of ouder","Gemeente  ",21.5,10.1
"702","2022","Amstelveen",13900,"18 jaar of ouder","Gemeente  ",24.2,10.4
"703","2022","Amsterdam",159400,"18 jaar of ouder","Gemeente  ",31.6,15.1
"704","2022","Apeldoorn",23000,"18 jaar of ouder","Gemeente  ",20.6,9.6
"705","2022","Arnhem",27600,"18 jaar of ouder","Gemeente  ",26.2,13.3
"706","2022","Assen",10000,"18 jaar of ouder","Gemeente  ",20.1,9.2
"707","2022","Asten",2400,"18 jaar of ouder","Gemeente  ",18.2,7.7
"708","2022","Baarle-Nassau",800,"18 jaar of ouder","Gemeente  ",18.3,7.1
"709","2022","Baarn",2800,"18 jaar of ouder","Gemeente  ",18.9,8.1
"710","2022","Barendrecht",7200,"18 jaar of ouder","Gemeente  ",20.6,8.8
"711","2022","Barneveld",9600,"18 jaar of ouder","Gemeente  ",17.4,7.8
"712","2022","Beek (L.)",1800,NA,NA,NA,NA
"713","2022","Beekdaelen",4000,"18 jaar of ouder","Gemeente  ",20.9,8.7
"714","2022","Beesel",1700,"18 jaar of ouder","Gemeente  ",19.8,8.6
"715","2022","Berg en Dal",4400,"18 jaar of ouder","Gemeente  ",18.4,7.9
"716","2022","Bergeijk",2600,"18 jaar of ouder","Gemeente  ",17.5,6.8
"717","2022","Bergen (L.)",1600,"18 jaar of ouder","Gemeente  ",18.8,7.7
"718","2022","Bergen (NH.)",3600,"18 jaar of ouder","Gemeente  ",16.9,6.9
"719","2022","Bergen op Zoom",9000,"18 jaar of ouder","Gemeente  ",23.5,10.8
"720","2022","Berkelland",5900,"18 jaar of ouder","Gemeente  ",15.5,7.2
"721","2022","Bernheze",4800,"18 jaar of ouder","Gemeente  ",17.1,7.2
"722","2022","Best",4300,"18 jaar of ouder","Gemeente  ",19.5,8.3
"723","2022","Beuningen",3300,"18 jaar of ouder","Gemeente  ",17.8,7.8
"724","2022","Beverwijk",5800,"18 jaar of ouder","Gemeente  ",23.7,11.8
"725","2022","De Bilt",5300,"18 jaar of ouder","Gemeente  ",18.9,7.8
"726","2022","Bladel",2900,"18 jaar of ouder","Gemeente  ",17.8,7
"727","2022","Blaricum",1300,"18 jaar of ouder","Gemeente  ",16.1,6.6
"728","2022","Bloemendaal",2800,"18 jaar of ouder","Gemeente  ",15.5,6
"729","2022","Bodegraven-Reeuwijk",5000,"18 jaar of ouder","Gemeente  ",18.4,7.8
"730","2022","Boekel",1700,"18 jaar of ouder","Gemeente  ",16.6,7.1
"731","2022","Borger-Odoorn",3100,"18 jaar of ouder","Gemeente  ",17.9,7.9
"732","2022","Borne",3100,"18 jaar of ouder","Gemeente  ",16.9,7.7
"733","2022","Borsele",3200,"18 jaar of ouder","Gemeente  ",17.5,7.1
"734","2022","Boxtel",4700,"18 jaar of ouder","Gemeente  ",19.5,8.5
"735","2022","Breda",30900,"18 jaar of ouder","Gemeente  ",23.7,10.6
"736","2022","Bronckhorst",4800,"18 jaar of ouder","Gemeente  ",15.3,6.6
"737","2022","Brummen",2500,"18 jaar of ouder","Gemeente  ",17.5,7.9
"738","2022","Brunssum",3200,"18 jaar of ouder","Gemeente  ",26,12.1
"739","2022","Bunnik",1900,"18 jaar of ouder","Gemeente  ",16.7,6.4
"740","2022","Bunschoten",3400,"18 jaar of ouder","Gemeente  ",17.6,8
"741","2022","Buren",3700,"18 jaar of ouder","Gemeente  ",16.7,7
"742","2022","Capelle aan den IJssel",9100,"18 jaar of ouder","Gemeente  ",24.3,11.5
"743","2022","Castricum",4700,"18 jaar of ouder","Gemeente  ",17.2,7.2
"744","2022","Coevorden",4700,"18 jaar of ouder","Gemeente  ",17.4,8
"745","2022","Cranendonck",2700,"18 jaar of ouder","Gemeente  ",18.7,7.5
"746","2022","Culemborg",3900,"18 jaar of ouder","Gemeente  ",20.7,9.4
"747","2022","Dalfsen",4200,"18 jaar of ouder","Gemeente  ",15.2,6.3
"748","2022","Dantumadiel",2600,"18 jaar of ouder","Gemeente  ",17.5,7.3
"749","2022","Delft",26500,"18 jaar of ouder","Gemeente  ",27.8,13
"750","2022","Deurne",4500,"18 jaar of ouder","Gemeente  ",18.2,7.8
"751","2022","Deventer",15400,"18 jaar of ouder","Gemeente  ",22.2,11.1
"752","2022","Diemen",6400,"18 jaar of ouder","Gemeente  ",27.5,12.2
"753","2022","Dijk en Waard",12500,"18 jaar of ouder","Gemeente  ",20.2,9.2
"754","2022","Dinkelland",4200,"18 jaar of ouder","Gemeente  ",15.6,6.2
"755","2022","Doesburg",1400,"18 jaar of ouder","Gemeente  ",21.3,10.4
"756","2022","Doetinchem",8300,"18 jaar of ouder","Gemeente  ",19.9,9.7
"757","2022","Dongen",3600,"18 jaar of ouder","Gemeente  ",19.9,8.6
"758","2022","Dordrecht",17200,"18 jaar of ouder","Gemeente  ",25.4,12.1
"759","2022","Drechterland",2800,"18 jaar of ouder","Gemeente  ",17.4,7.4
"760","2022","Drimmelen",3500,"18 jaar of ouder","Gemeente  ",18.4,7.5
"761","2022","Dronten",6500,"18 jaar of ouder","Gemeente  ",19.5,9.1
"762","2022","Druten",2700,"18 jaar of ouder","Gemeente  ",18.3,8.2
"763","2022","Duiven",3400,"18 jaar of ouder","Gemeente  ",18.5,8.4
"764","2022","Echt-Susteren",3700,"18 jaar of ouder","Gemeente  ",21.4,8.7
"765","2022","Edam-Volendam",5500,"18 jaar of ouder","Gemeente  ",17.5,7.4
"766","2022","Ede",18800,"18 jaar of ouder","Gemeente  ",19.5,8.9
"767","2022","Eemnes",1300,"18 jaar of ouder","Gemeente  ",16.8,6.9
"768","2022","Eemsdelta",5800,"18 jaar of ouder","Gemeente  ",22.1,10
"769","2022","Eersel",2600,"18 jaar of ouder","Gemeente  ",17,6.7
"770","2022","Eijsden-Margraten",2900,"18 jaar of ouder","Gemeente  ",18.5,7.1
"771","2022","Eindhoven",43200,"18 jaar of ouder","Gemeente  ",26,12.4
"772","2022","Elburg",3500,"18 jaar of ouder","Gemeente  ",17.6,8
"773","2022","Emmen",14800,"18 jaar of ouder","Gemeente  ",20.7,10
"774","2022","Enkhuizen",2400,"18 jaar of ouder","Gemeente  ",21.7,9.7
