"","Leeftijd","Marges","Perioden","Wijken.en.buurten","Regioaanduiding.Gemeentenaam..naam.","Regioaanduiding.Soort.regio..omschrijving.","Regioaanduiding.Codering..code.","Ervaren.gezondheid..goed.zeer.goed.....","Bewegen.Voldoet.aan.beweegrichtlijn....","Onder..en.overgewicht.Mate.van.overgewicht.Ernstig.overgewicht....","Roker....","Alcoholgebruik.Voldoet.aan.alcohol.richtlijn....","Lichamelijke.gezondheid.Eén.of.meer.langdurige.aandoeningen....","Psychische.klachten....","Veerkracht..Zeer..lage.veerkracht....","Hoog.risico.op.angst.of.depressie....","Eenzaamheid.Ernstig.zeer.ernstig.eenzaam...."
"19","18 jaar of ouder","Waarde",2020,"Heemstede","Heemstede                               ","Gemeente  ","GM0397              ",81.9,"    58.3",10.6,11.9,36.7,31.7,"       .","       .",4.3,8.9
"20","18 jaar of ouder","Waarde",2020,"Heerde","Heerde                                  ","Gemeente  ","GM0246              ",81.1,"    51.0",15.6,14.8,44.3,33.7,"       .","       .",4.4,8.1
"21","18 jaar of ouder","Waarde",2020,"Heerenveen","Heerenveen                              ","Gemeente  ","GM0074              ",80.1,"    52.6",15.3,17.9,43.3,33,"       .","       .",5.1,8.7
"22","18 jaar of ouder","Waarde",2020,"Heerlen","Heerlen                                 ","Gemeente  ","GM0917              ",67.8,"    39.8",21.1,24.4,50.5,43.4,"       .","       .",11.5,16.5
"23","18 jaar of ouder","Waarde",2020,"Heeze-Leende","Heeze-Leende                            ","Gemeente  ","GM1658              ",80.7,"    51.3",12.9,12.6,37.5,30,"       .","       .",4.3,8.7
"24","18 jaar of ouder","Waarde",2020,"Heiloo","Heiloo                                  ","Gemeente  ","GM0399              ",81.3,"    58.2",11.5,12.4,39.5,31.7,"       .","       .",4.4,8
"25","18 jaar of ouder","Waarde",2020,"Den Helder","Den Helder                              ","Gemeente  ","GM0400              ",76,"    50.9",18.6,21.6,44.3,36.9,"       .","       .",6.9,11.1
"26","18 jaar of ouder","Waarde",2020,"Hellendoorn","Hellendoorn                             ","Gemeente  ","GM0163              ",82,"    50.7",16.4,16.1,39.7,32,"       .","       .",4.3,8.5
"27","18 jaar of ouder","Waarde",2020,"Hellevoetsluis","Hellevoetsluis                          ","Gemeente  ","GM0530              ",77.2,"    42.6",18.8,17.9,46.2,34.8,"       .","       .",6.5,11.1
"28","18 jaar of ouder","Waarde",2020,"Helmond","Helmond                                 ","Gemeente  ","GM0794              ",75.4,"    48.4",17.6,19.6,44.1,34.3,"       .","       .",8.6,12.8
"29","18 jaar of ouder","Waarde",2020,"Hendrik-Ido-Ambacht","Hendrik-Ido-Ambacht                     ","Gemeente  ","GM0531              ",80.5,"    44.1",16.6,14,50.1,30.6,"       .","       .",5.6,9.1
"30","18 jaar of ouder","Waarde",2020,"Hengelo","Hengelo                                 ","Gemeente  ","GM0164              ",78.7,"    52.9",17.8,20.3,41.7,33.1,"       .","       .",7,11.9
"31","18 jaar of ouder","Waarde",2020,"'s-Hertogenbosch","'s-Hertogenbosch                        ","Gemeente  ","GM0796              ",78.1,"    47.9",15.3,18.4,38.9,32.1,"       .","       .",7.5,11.3
"32","18 jaar of ouder","Waarde",2020,"Heumen","Heumen                                  ","Gemeente  ","GM0252              ",78.8,"    52.4",13.6,13.7,40.3,33.3,"       .","       .",5.2,9.1
"33","18 jaar of ouder","Waarde",2020,"Heusden","Heusden                                 ","Gemeente  ","GM0797              ",79,"    45.7",16.7,16.2,40.7,31.6,"       .","       .",6,9.8
"34","18 jaar of ouder","Waarde",2020,"Hillegom","Hillegom                                ","Gemeente  ","GM0534              ",81,"    51.3",14.2,15.8,39.8,31.7,"       .","       .",5.7,9.9
"35","18 jaar of ouder","Waarde",2020,"Hilvarenbeek","Hilvarenbeek                            ","Gemeente  ","GM0798              ",80.9,"    51.0",13.9,11.9,35.1,29.5,"       .","       .",4.5,8.6
"36","18 jaar of ouder","Waarde",2020,"Hilversum","Hilversum                               ","Gemeente  ","GM0402              ",79.5,"    50.7",13.2,18.6,42.4,31.9,"       .","       .",6.7,11.3
"37","18 jaar of ouder","Waarde",2020,"Hoeksche Waard","Hoeksche Waard                          ","Gemeente  ","GM1963              ",79.9,"    43.2",16.7,14.5,46.6,31.4,"       .","       .",4.9,9.2
"38","18 jaar of ouder","Waarde",2020,"Hof van Twente","Hof van Twente                          ","Gemeente  ","GM1735              ",81.9,"    52.2",15.8,15.7,36.1,29.9,"       .","       .",4.1,8.4
"39","18 jaar of ouder","Waarde",2020,"Het Hogeland","Het Hogeland                            ","Gemeente  ","GM1966              ",78,"    48.0",15.6,18.3,44.8,33.3,"       .","       .",4.6,9.2
"40","18 jaar of ouder","Waarde",2020,"Hollands Kroon","Hollands Kroon                          ","Gemeente  ","GM1911              ",80.7,"    50.8",15.5,17.6,38.2,31.1,"       .","       .",4.9,8.2
"41","18 jaar of ouder","Waarde",2020,"Hoogeveen","Hoogeveen                               ","Gemeente  ","GM0118              ",78.4,"    46.9",17,19.4,44.1,34.9,"       .","       .",5.4,10.6
"42","18 jaar of ouder","Waarde",2020,"Hoorn","Hoorn                                   ","Gemeente  ","GM0405              ",78.4,"    50.4",15.6,18.4,44.1,33.8,"       .","       .",6.9,11.1
"43","18 jaar of ouder","Waarde",2020,"Horst aan de Maas","Horst aan de Maas                       ","Gemeente  ","GM1507              ",79.2,"    54.3",15.1,14.8,37.2,32.1,"       .","       .",5.1,9.2
"44","18 jaar of ouder","Waarde",2020,"Houten","Houten                                  ","Gemeente  ","GM0321              ",81.3,"       .",12.6,13.9,45.4,31,"       .","       .",5.1,8.6
"45","18 jaar of ouder","Waarde",2020,"Huizen","Huizen                                  ","Gemeente  ","GM0406              ",79,"    47.2",14.5,16.7,43.4,34.4,"       .","       .",6.1,9.9
"46","18 jaar of ouder","Waarde",2020,"Hulst","Hulst                                   ","Gemeente  ","GM0677              ",76,"    47.1",17.1,16.3,44.2,33,"       .","       .",6.4,12
"47","18 jaar of ouder","Waarde",2020,"IJsselstein","IJsselstein                             ","Gemeente  ","GM0353              ",78.2,"       .",15.3,16.3,45.3,32.6,"       .","       .",5.8,9.7
"48","18 jaar of ouder","Waarde",2020,"Kaag en Braassem","Kaag en Braassem                        ","Gemeente  ","GM1884              ",82.6,"    48.9",14,14.2,37.8,30.6,"       .","       .",4.6,8.5
"49","18 jaar of ouder","Waarde",2020,"Kampen","Kampen                                  ","Gemeente  ","GM0166              ",80.7,"    49.5",16.2,18.8,47.4,31.1,"       .","       .",5.8,9.6
"50","18 jaar of ouder","Waarde",2020,"Kapelle","Kapelle                                 ","Gemeente  ","GM0678              ",79.3,"    51.8",15.2,13.5,51.2,31.9,"       .","       .",5.1,10
"51","18 jaar of ouder","Waarde",2020,"Katwijk","Katwijk                                 ","Gemeente  ","GM0537              ",81.3,"    53.3",17.5,16.9,40.3,31.1,"       .","       .",5.7,9.2
"52","18 jaar of ouder","Waarde",2020,"Kerkrade","Kerkrade                                ","Gemeente  ","GM0928              ",68.1,"    36.5",22.8,24.3,49.7,41.8,"       .","       .",10.4,15.5
"53","18 jaar of ouder","Waarde",2020,"Koggenland","Koggenland                              ","Gemeente  ","GM1598              ",82.8,"    53.5",13.1,14.8,33.1,29,"       .","       .",4.1,7.2
"54","18 jaar of ouder","Waarde",2020,"Krimpen aan den IJssel","Krimpen aan den IJssel                  ","Gemeente  ","GM0542              ",77.7,"    41.9",17,14.8,51.7,33.4,"       .","       .",6,10.4
"55","18 jaar of ouder","Waarde",2020,"Krimpenerwaard","Krimpenerwaard                          ","Gemeente  ","GM1931              ",80.9,"    46.0",15.4,14.5,47.8,31.3,"       .","       .",5.1,8.9
"56","18 jaar of ouder","Waarde",2020,"Laarbeek","Laarbeek                                ","Gemeente  ","GM1659              ",79,"    50.2",14.9,14.3,36.8,31.2,"       .","       .",5.3,9.3
"57","18 jaar of ouder","Waarde",2020,"Land van Cuijk","Land van Cuijk                          ","Gemeente  ","GM1982              ",78.5,"    51.6",15.4,14.7,39.9,32.5,"       .","       .",5.6,9.5
"58","18 jaar of ouder","Waarde",2020,"Landgraaf","Landgraaf                               ","Gemeente  ","GM0882              ",68.8,"    39.1",21.1,21,49,42.1,"       .","       .",9.1,13.5
"59","18 jaar of ouder","Waarde",2020,"Landsmeer","Landsmeer                               ","Gemeente  ","GM0415              ",80.4,"    49.1",13.6,15,40.4,32.4,"       .","       .",5.1,8.9
"60","18 jaar of ouder","Waarde",2020,"Lansingerland","Lansingerland                           ","Gemeente  ","GM1621              ",83.2,"    48.9",13.5,13.1,44.5,29.2,"       .","       .",5,8.8
"61","18 jaar of ouder","Waarde",2020,"Laren","Laren                                   ","Gemeente  ","GM0417              ",82.5,"    48.5",10.3,12.6,34.6,32.3,"       .","       .",3.9,8.4
"62","18 jaar of ouder","Waarde",2020,"Leeuwarden","Leeuwarden                              ","Gemeente  ","GM0080              ",79.6,"    56.1",14.9,21.7,41.3,33.8,"       .","       .",6.7,10.3
"63","18 jaar of ouder","Waarde",2020,"Leiden","Leiden                                  ","Gemeente  ","GM0546              ",80.6,"    54.3",12.3,18.1,40.1,30.5,"       .","       .",7.8,11.9
"64","18 jaar of ouder","Waarde",2020,"Leiderdorp","Leiderdorp                              ","Gemeente  ","GM0547              ",80.4,"    50.0",14.5,14.3,43.2,33.2,"       .","       .",5.6,9.9
"65","18 jaar of ouder","Waarde",2020,"Leidschendam-Voorburg","Leidschendam-Voorburg                   ","Gemeente  ","GM1916              ",78,"    47.8",14.4,15.3,46.9,34.1,"       .","       .",6.5,11.7
"66","18 jaar of ouder","Waarde",2020,"Lelystad","Lelystad                                ","Gemeente  ","GM0995              ",77,"    48.3",17.6,20.1,51.5,34.1,"       .","       .",7.7,12.4
"67","18 jaar of ouder","Waarde",2020,"Leudal","Leudal                                  ","Gemeente  ","GM1640              ",78,"    51.4",14.9,15.7,40.4,33.3,"       .","       .",4.8,9.9
"68","18 jaar of ouder","Waarde",2020,"Leusden","Leusden                                 ","Gemeente  ","GM0327              ",81.7,"       .",13.1,14.2,43.5,32.2,"       .","       .",4.7,8.4
"69","18 jaar of ouder","Waarde",2020,"Lingewaard","Lingewaard                              ","Gemeente  ","GM1705              ",79.7,"    53.2",15.8,15.3,38.6,33.4,"       .","       .",5.3,9
"70","18 jaar of ouder","Waarde",2020,"Lisse","Lisse                                   ","Gemeente  ","GM0553              ",80.8,"    50.3",14.1,14.5,39.9,32.4,"       .","       .",5.4,9.5
"71","18 jaar of ouder","Waarde",2020,"Lochem","Lochem                                  ","Gemeente  ","GM0262              ",81.1,"    51.9",14.8,13.8,41.1,33.6,"       .","       .",4.7,8.6
"72","18 jaar of ouder","Waarde",2020,"Loon op Zand","Loon op Zand                            ","Gemeente  ","GM0809              ",78,"    46.3",18.1,16,41.1,32.6,"       .","       .",6,10
"73","18 jaar of ouder","Waarde",2020,"Lopik","Lopik                                   ","Gemeente  ","GM0331              ",81.4,"       .",13.9,15,44.1,29.6,"       .","       .",4.6,7.5
"74","18 jaar of ouder","Waarde",2020,"Losser","Losser                                  ","Gemeente  ","GM0168              ",78.5,"    51.5",18,16.1,34.4,31.4,"       .","       .",4.9,8.5
"75","18 jaar of ouder","Waarde",2020,"Maasdriel","Maasdriel                               ","Gemeente  ","GM0263              ",78.8,"    45.4",16.2,17.7,39.3,31,"       .","       .",5.2,9.2
"76","18 jaar of ouder","Waarde",2020,"Maasgouw","Maasgouw                                ","Gemeente  ","GM1641              ",76.5,"    49.8",15.9,16.3,43.5,35.3,"       .","       .",5.1,10.7
"77","18 jaar of ouder","Waarde",2020,"Maashorst","Maashorst                               ","Gemeente  ","GM1991              ",78.5,"    50.1",15.2,15.6,38.6,32,"       .","       .",6.4,10.1
"78","18 jaar of ouder","Waarde",2020,"Maassluis","Maassluis                               ","Gemeente  ","GM0556              ",75.7,"    43.0",19.2,17.1,48.5,34.6,"       .","       .",7.7,12.9
"79","18 jaar of ouder","Waarde",2020,"Maastricht","Maastricht                              ","Gemeente  ","GM0935              ",74.5,"    50.1",15.6,22.3,39.4,33.9,"       .","       .",9.8,15.3
"80","18 jaar of ouder","Waarde",2020,"Medemblik","Medemblik                               ","Gemeente  ","GM0420              ",80.9,"    51.8",13.9,16.4,37.6,30.6,"       .","       .",4.8,8.3
"81","18 jaar of ouder","Waarde",2020,"Meerssen","Meerssen                                ","Gemeente  ","GM0938              ",75.5,"    46.2",15.8,15.8,41.6,35.5,"       .","       .",6,11.1
"82","18 jaar of ouder","Waarde",2020,"Meierijstad","Meierijstad                             ","Gemeente  ","GM1948              ",79.2,"    50.7",15,15.4,38.5,31.1,"       .","       .",5.9,9.8
"83","18 jaar of ouder","Waarde",2020,"Meppel","Meppel                                  ","Gemeente  ","GM0119              ",80.3,"    50.0",16,18.5,42.2,32.9,"       .","       .",5.6,10.3
"84","18 jaar of ouder","Waarde",2020,"Middelburg","Middelburg                              ","Gemeente  ","GM0687              ",76.8,"    53.0",13.3,16.5,49.6,34.2,"       .","       .",6.1,12.6
"85","18 jaar of ouder","Waarde",2020,"Midden-Delfland","Midden-Delfland                         ","Gemeente  ","GM1842              ",82.8,"    50.9",13.1,12,41.9,29.2,"       .","       .",4.5,8.7
"86","18 jaar of ouder","Waarde",2020,"Midden-Drenthe","Midden-Drenthe                          ","Gemeente  ","GM1731              ",80.4,"    48.9",16.3,16.4,42.4,33.8,"       .","       .",4.1,8.4
"87","18 jaar of ouder","Waarde",2020,"Midden-Groningen","Midden-Groningen                        ","Gemeente  ","GM1952              ",74.6,"    44.2",19.7,20.1,47.2,35.6,"       .","       .",6,10.7
"88","18 jaar of ouder","Waarde",2020,"Moerdijk","Moerdijk                                ","Gemeente  ","GM1709              ",78.2,"    43.2",18.2,16.3,43.3,32.2,"       .","       .",5.6,10.2
"89","18 jaar of ouder","Waarde",2020,"Molenlanden","Molenlanden                             ","Gemeente  ","GM1978              ",81.8,"    45.2",15.3,14.4,47.8,29.7,"       .","       .",4.5,7.9
"90","18 jaar of ouder","Waarde",2020,"Montferland","Montferland                             ","Gemeente  ","GM1955              ",77.7,"    50.8",17.7,16.8,40.5,34.7,"       .","       .",5.9,9.7
"91","18 jaar of ouder","Waarde",2020,"Montfoort","Montfoort                               ","Gemeente  ","GM0335              ",82,"       .",13.5,14.3,41.4,30.1,"       .","       .",4.3,7.8
"92","18 jaar of ouder","Waarde",2020,"Mook en Middelaar","Mook en Middelaar                       ","Gemeente  ","GM0944              ",79.4,"    53.3",13.4,12.9,40.4,33.5,"       .","       .",4.4,8.5
"93","18 jaar of ouder","Waarde",2020,"Neder-Betuwe","Neder-Betuwe                            ","Gemeente  ","GM1740              ",79.3,"    45.4",16.9,17.7,48.5,31.3,"       .","       .",5.5,8.9
"94","18 jaar of ouder","Waarde",2020,"Nederweert","Nederweert                              ","Gemeente  ","GM0946              ",78.4,"    51.2",14.4,14.5,40.1,32.1,"       .","       .",5,9.5
"95","18 jaar of ouder","Waarde",2020,"Nieuwegein","Nieuwegein                              ","Gemeente  ","GM0356              ",76.9,"       .",16.2,17.9,47.3,34.2,"       .","       .",6.6,11.1
"96","18 jaar of ouder","Waarde",2020,"Nieuwkoop","Nieuwkoop                               ","Gemeente  ","GM0569              ",82.5,"    47.5",13.9,14.2,39.6,30.4,"       .","       .",4.4,7.8
"97","18 jaar of ouder","Waarde",2020,"Nijkerk","Nijkerk                                 ","Gemeente  ","GM0267              ",81.7,"    51.4",13.9,15.4,44.2,31.2,"       .","       .",5.2,8.8
"98","18 jaar of ouder","Waarde",2020,"Nijmegen","Nijmegen                                ","Gemeente  ","GM0268              ",75.9,"    53.2",13.7,20.4,38.8,33.2,"       .","       .",9,12.5
"99","18 jaar of ouder","Waarde",2020,"Nissewaard","Nissewaard                              ","Gemeente  ","GM1930              ",76.1,"    42.0",19.8,18.6,50.2,34.1,"       .","       .",7.2,12.5
