"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal."
"4511","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Goeree-Overflakkee",5600
"4512","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Goeree-Overflakkee",5600
"4513","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Goes",3900
"4514","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Goes",4000
"4515","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Goes",4100
"4516","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Goes",4000
"4517","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Goirle",2100
"4518","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Goirle",2100
"4519","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Goirle",2200
"4520","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Goirle",2300
"4521","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Gooise Meren",4000
"4522","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Gooise Meren",4300
"4523","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Gooise Meren",4600
"4524","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Gooise Meren",4600
"4525","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Gorinchem",3900
"4526","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Gorinchem",4000
"4527","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Gorinchem",4200
"4528","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Gorinchem",4200
"4529","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Gouda",7400
"4530","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Gouda",7900
"4531","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Gouda",8100
"4532","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Gouda",8100
"4533","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","'s-Gravenhage (gemeente)",48300
"4534","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","'s-Gravenhage (gemeente)",52700
"4535","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","'s-Gravenhage (gemeente)",54900
"4536","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","'s-Gravenhage (gemeente)",56100
"4537","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Groningen (gemeente)",35100
"4538","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Groningen (gemeente)",38200
"4539","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Groningen (gemeente)",38900
"4540","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Groningen (gemeente)",42000
"4541","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Gulpen-Wittem",1100
"4542","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Gulpen-Wittem",1100
"4543","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Gulpen-Wittem",1100
"4544","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Gulpen-Wittem",1100
"4545","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Haaksbergen",2500
"4546","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Haaksbergen",2700
"4547","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Haaksbergen",2700
"4548","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Haaksbergen",2700
"4549","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Haarlem",13900
"4550","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Haarlem",14500
"4551","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Haarlem",15100
"4552","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Haarlem",15300
"4553","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Haarlemmermeer",15600
"4554","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Haarlemmermeer",16700
"4555","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Haarlemmermeer",17700
"4556","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Haarlemmermeer",18000
"4557","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Halderberge",2800
"4558","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Halderberge",3000
"4559","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Halderberge",3100
"4560","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Halderberge",3100
"4561","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hardenberg",7100
"4562","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hardenberg",7500
"4563","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hardenberg",7600
"4564","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hardenberg",7800
"4565","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Harderwijk",5000
"4566","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Harderwijk",5300
"4567","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Harderwijk",5400
"4568","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Harderwijk",5500
"4569","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hardinxveld-Giessendam",2300
"4570","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hardinxveld-Giessendam",2300
"4571","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hardinxveld-Giessendam",2400
"4572","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hardinxveld-Giessendam",2400
"4573","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Harlingen",1400
"4574","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Harlingen",1500
"4575","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Harlingen",1500
"4576","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Harlingen",1600
"4577","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hattem",1200
"4578","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hattem",1200
"4579","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hattem",1300
"4580","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hattem",1300
"4581","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heemskerk",3900
"4582","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heemskerk",4000
"4583","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heemskerk",4000
"4584","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heemskerk",4000
"4585","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heemstede",1600
"4586","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heemstede",1700
"4587","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heemstede",1800
"4588","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heemstede",1800
"4589","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heerde",1800
"4590","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heerde",1900
"4591","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heerde",2000
"4592","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heerde",2000
"4593","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heerenveen",4700
"4594","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heerenveen",5000
"4595","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heerenveen",5300
"4596","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heerenveen",5300
"4597","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heerlen",7200
"4598","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heerlen",7500
"4599","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heerlen",7700
"4600","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heerlen",7800
"4601","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heeze-Leende",1500
"4602","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heeze-Leende",1600
"4603","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heeze-Leende",1600
"4604","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heeze-Leende",1600
"4605","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heiloo",2200
"4606","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heiloo",2300
"4607","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heiloo",2400
"4608","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heiloo",2300
"4609","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Den Helder",5300
"4610","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Den Helder",5500
"4611","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Den Helder",5600
"4612","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Den Helder",5700
"4613","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hellendoorn",3800
"4614","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hellendoorn",4000
"4615","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hellendoorn",4200
"4616","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hellendoorn",4200
"4617","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Helmond",9300
"4618","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Helmond",10100
"4619","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Helmond",10500
"4620","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Helmond",10600
"4621","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hendrik-Ido-Ambacht",3100
"4622","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hendrik-Ido-Ambacht",3200
"4623","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hendrik-Ido-Ambacht",3400
"4624","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hendrik-Ido-Ambacht",3500
"4625","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hengelo (O.)",8300
"4626","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hengelo (O.)",8900
"4627","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hengelo (O.)",9400
"4628","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hengelo (O.)",9500
"4629","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","'s-Hertogenbosch",16500
"4630","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","'s-Hertogenbosch",17200
"4631","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","'s-Hertogenbosch",17700
"4632","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","'s-Hertogenbosch",18000
"4633","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heumen",1500
"4634","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heumen",1600
"4635","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heumen",1600
"4636","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heumen",1500
"4637","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Heusden",4600
"4638","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Heusden",4800
"4639","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Heusden",4800
"4640","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Heusden",4800
"4641","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hillegom",2100
"4642","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hillegom",2200
"4643","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hillegom",2300
"4644","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hillegom",2300
"4645","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hilvarenbeek",1700
"4646","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hilvarenbeek",1700
"4647","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hilvarenbeek",1700
"4648","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hilvarenbeek",1700
"4649","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hilversum",7700
"4650","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hilversum",7900
"4651","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hilversum",8400
"4652","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hilversum",8500
"4653","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hoeksche Waard",8400
"4654","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hoeksche Waard",8800
"4655","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hoeksche Waard",9300
"4656","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hoeksche Waard",9400
"4657","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hof van Twente",3800
"4658","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hof van Twente",3900
"4659","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hof van Twente",4100
"4660","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hof van Twente",4000
"4661","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Het Hogeland",4100
"4662","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Het Hogeland",4200
"4663","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Het Hogeland",4400
"4664","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Het Hogeland",4300
"4665","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hollands Kroon",5500
"4666","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hollands Kroon",5500
"4667","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hollands Kroon",5600
"4668","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hollands Kroon",5600
"4669","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hoogeveen",5700
"4670","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hoogeveen",6100
"4671","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hoogeveen",6400
"4672","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hoogeveen",6500
"4673","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hoorn",7300
"4674","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hoorn",7700
"4675","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hoorn",8100
"4676","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hoorn",8100
"4677","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Horst aan de Maas",4800
"4678","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Horst aan de Maas",5000
"4679","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Horst aan de Maas",5100
"4680","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Horst aan de Maas",5100
"4681","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Houten",4700
"4682","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Houten",5000
"4683","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Houten",5200
"4684","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Houten",5300
"4685","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Huizen",3500
"4686","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Huizen",3700
"4687","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Huizen",3700
"4688","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Huizen",3700
"4689","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Hulst",2100
"4690","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Hulst",2200
"4691","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Hulst",2300
"4692","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Hulst",2200
"4693","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","IJsselstein",3600
"4694","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","IJsselstein",3800
"4695","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","IJsselstein",3800
"4696","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","IJsselstein",3800
"4697","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Kaag en Braassem",2800
"4698","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Kaag en Braassem",2900
"4699","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Kaag en Braassem",2900
"4700","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Kaag en Braassem",3000
"4701","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Kampen",6600
"4702","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Kampen",6800
"4703","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Kampen",7000
"4704","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Kampen",7100
"4705","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Kapelle",1400
"4706","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Kapelle",1400
"4707","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Kapelle",1500
"4708","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Kapelle",1400
"4709","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Katwijk",7600
"4710","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Katwijk",7700
"4711","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Katwijk",7900
"4712","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Katwijk",8000
"4713","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Kerkrade",3200
"4714","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Kerkrade",3400
"4715","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Kerkrade",3500
"4716","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Kerkrade",3500
"4717","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Koggenland",2700
"4718","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Koggenland",2700
"4719","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Koggenland",2800
"4720","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Koggenland",2800
"4721","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Krimpen aan den IJssel",3000
"4722","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Krimpen aan den IJssel",3100
"4723","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Krimpen aan den IJssel",3200
"4724","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2023*","Krimpen aan den IJssel",3200
"4725","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2020","Krimpenerwaard",6200
"4726","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2021","Krimpenerwaard",6400
"4727","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Totaal","2022","Krimpenerwaard",6600
