"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal."
"6179","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Maasdriel",0
"6180","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Maasdriel",0
"6181","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Maasgouw",100
"6182","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Maasgouw",0
"6183","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Maasgouw",0
"6184","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Maasgouw",0
"6185","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Maashorst",200
"6186","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Maashorst",100
"6187","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Maashorst",100
"6188","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Maashorst",100
"6189","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Maassluis",100
"6190","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Maassluis",100
"6191","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Maassluis",100
"6192","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Maassluis",100
"6193","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Maastricht",600
"6194","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Maastricht",400
"6195","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Maastricht",300
"6196","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Maastricht",300
"6197","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Medemblik",100
"6198","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Medemblik",100
"6199","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Medemblik",100
"6200","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Medemblik",100
"6201","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Meerssen",100
"6202","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Meerssen",0
"6203","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Meerssen",0
"6204","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Meerssen",0
"6205","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Meierijstad",200
"6206","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Meierijstad",100
"6207","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Meierijstad",100
"6208","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Meierijstad",100
"6209","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Meppel",200
"6210","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Meppel",100
"6211","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Meppel",100
"6212","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Meppel",100
"6213","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Middelburg (Z.)",200
"6214","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Middelburg (Z.)",100
"6215","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Middelburg (Z.)",100
"6216","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Middelburg (Z.)",100
"6217","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Midden-Delfland",0
"6218","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Midden-Delfland",0
"6219","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Midden-Delfland",0
"6220","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Midden-Delfland",0
"6221","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Midden-Drenthe",100
"6222","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Midden-Drenthe",100
"6223","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Midden-Drenthe",100
"6224","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Midden-Drenthe",100
"6225","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Midden-Groningen",200
"6226","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Midden-Groningen",200
"6227","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Midden-Groningen",100
"6228","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Midden-Groningen",100
"6229","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Moerdijk",100
"6230","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Moerdijk",100
"6231","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Moerdijk",0
"6232","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Moerdijk",0
"6233","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Molenlanden",100
"6234","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Molenlanden",100
"6235","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Molenlanden",0
"6236","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Molenlanden",0
"6237","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Montferland",100
"6238","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Montferland",100
"6239","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Montferland",100
"6240","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Montferland",0
"6241","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Montfoort",0
"6242","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Montfoort",0
"6243","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Montfoort",0
"6244","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Montfoort",0
"6245","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Mook en Middelaar",0
"6246","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Mook en Middelaar",0
"6247","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Mook en Middelaar",0
"6248","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Mook en Middelaar",0
"6249","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Neder-Betuwe",100
"6250","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Neder-Betuwe",0
"6251","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Neder-Betuwe",0
"6252","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Neder-Betuwe",0
"6253","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nederweert",100
"6254","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nederweert",0
"6255","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nederweert",0
"6256","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nederweert",0
"6257","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nieuwegein",200
"6258","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nieuwegein",100
"6259","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nieuwegein",100
"6260","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nieuwegein",100
"6261","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nieuwkoop",100
"6262","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nieuwkoop",0
"6263","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nieuwkoop",0
"6264","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nieuwkoop",0
"6265","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nijkerk",100
"6266","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nijkerk",100
"6267","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nijkerk",100
"6268","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nijkerk",100
"6269","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nijmegen",1000
"6270","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nijmegen",700
"6271","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nijmegen",600
"6272","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nijmegen",500
"6273","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nissewaard",300
"6274","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nissewaard",200
"6275","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nissewaard",100
"6276","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nissewaard",100
"6277","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Noardeast-Fryslân",200
"6278","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Noardeast-Fryslân",100
"6279","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Noardeast-Fryslân",100
"6280","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Noardeast-Fryslân",100
"6281","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Noord-Beveland",0
"6282","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Noord-Beveland",0
"6283","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Noord-Beveland",0
"6284","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Noord-Beveland",0
"6285","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Noordenveld",100
"6286","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Noordenveld",100
"6287","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Noordenveld",0
"6288","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Noordenveld",0
"6289","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Noordoostpolder",200
"6290","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Noordoostpolder",100
"6291","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Noordoostpolder",100
"6292","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Noordoostpolder",100
"6293","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Noordwijk",100
"6294","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Noordwijk",100
"6295","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Noordwijk",100
"6296","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Noordwijk",0
"6297","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nuenen, Gerwen en Nederwetten",0
"6298","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nuenen, Gerwen en Nederwetten",0
"6299","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nuenen, Gerwen en Nederwetten",0
"6300","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nuenen, Gerwen en Nederwetten",0
"6301","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Nunspeet",100
"6302","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Nunspeet",100
"6303","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Nunspeet",100
"6304","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Nunspeet",100
"6305","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oegstgeest",0
"6306","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oegstgeest",0
"6307","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oegstgeest",0
"6308","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oegstgeest",0
"6309","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oirschot",0
"6310","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oirschot",0
"6311","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oirschot",0
"6312","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oirschot",0
"6313","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oisterwijk",100
"6314","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oisterwijk",0
"6315","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oisterwijk",0
"6316","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oisterwijk",0
"6317","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oldambt",200
"6318","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oldambt",100
"6319","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oldambt",100
"6320","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oldambt",100
"6321","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oldebroek",100
"6322","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oldebroek",100
"6323","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oldebroek",100
"6324","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oldebroek",0
"6325","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oldenzaal",100
"6326","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oldenzaal",100
"6327","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oldenzaal",0
"6328","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oldenzaal",100
"6329","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Olst-Wijhe",0
"6330","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Olst-Wijhe",0
"6331","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Olst-Wijhe",0
"6332","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Olst-Wijhe",0
"6333","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Ommen",100
"6334","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Ommen",100
"6335","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Ommen",0
"6336","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Ommen",0
"6337","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oost Gelre",100
"6338","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oost Gelre",0
"6339","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oost Gelre",100
"6340","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oost Gelre",100
"6341","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oosterhout",100
"6342","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oosterhout",100
"6343","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oosterhout",100
"6344","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oosterhout",100
"6345","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Ooststellingwerf",100
"6346","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Ooststellingwerf",100
"6347","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Ooststellingwerf",100
"6348","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Ooststellingwerf",100
"6349","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Oostzaan",0
"6350","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Oostzaan",0
"6351","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Oostzaan",0
"6352","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Oostzaan",0
"6353","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Opmeer",0
"6354","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Opmeer",0
"6355","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2022","Opmeer",0
"6356","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2023*","Opmeer",0
"6357","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2020","Opsterland",100
"6358","Totaal ","Arb.pos.: werkzame beroepsbevolking","Totaal met of zonder uitkering","Geregistreerd werkzoekende bij UWV","2021","Opsterland",100
